System,FountainType,Position,Painted,GISPropNum,PropName,OMPPropID,Borough,FountainCount,Department,District,FeatureStatus,Point
M010-DF1051,Food Prep Sink,Indoor,,M010,Central Park,M010-ZN01-BLG0707,M,1,M-13,Food Prep Sink-Central Park-ARSENAL,Active,POINT (-73.971305 40.767631)
Q410-DF0373,C,Near Ballfield,NO,Q410,Hinton Park,Q410,Q,1,Q-03,C-Hinton Park,Active,POINT (-73.854951 40.756466)
Q396-DF0687,D,Near Ballfield,NO,Q396,Montbellier Park,Q396,Q,1,Q-12,D-Montbellier Park,Active,POINT (-73.756557 40.674358)
B329-DF0819,E,"In Playground, Out in Open",YES,B329,Lindower Park,B329-01,B,1,B-18,E-Lindower Park-Lindower Park Playground,Active,POINT (-73.911673 40.612685)
X039-DF0104,C,Under Tree,NO,X039,Pelham Bay Park,X039-ZN17,X,1,X-15,C-Pelham Bay Park-Twenty-Six Courts & Bath Courts,Active,POINT (-73.791324 40.869661)
B267-DF0896,D,"Out in Open, Just Outside Playground",,B267,Winthrop Playground,B267,B,1,B-09,D-Winthrop Playground,Active,POINT (-73.954282 40.656709)
B249-DF0103,C,In Playground,YES,B249,Van Dyke Playground,B249,B,1,B-16,C-Van Dyke Playground,Active,POINT (-73.904346 40.664592)
X047-DF0402,A,Out in Open,NO,X047,Franz Sigel Park,X047-ZN01,X,1,X-04,A-Franz Sigel Park-Franz Sigel Park Zone 1,Active,POINT (-73.926653 40.821961)
X126-DF0438,CS Metal,Just Outside Playground,,X126,Ferry Point Park,X126-ZN04,X,2,X-10,CS Metal-Ferry Point Park-Ferry Point Park Zone 4,Active,POINT (-73.826264 40.82012)
M071-DF1102,Slop Sink,Indoor,,M071,Riverside Park,M071-ZN08-BLG1490,M,1,M-14,Slop Sink-Riverside Park-Hippo Playground Comfort,Active,POINT (-73.977997 40.793368)
Q005-DF0450,A,Near Ballfield,YES,Q005,Baisley Pond Park,Q005-05,Q,1,Q-12,A-Baisley Pond Park-157 St Playground,Active,POINT (-73.786649 40.684278)
B253-DF0736,A,Just Outside Playground,YES,B253,Albert J. Parham Playground,B253,B,1,B-02,A-Albert J. Parham Playground,Active,POINT (-73.970613 40.690227)
X166-DF0280,A,"Out in Open, Near Ballfield",YES,X166,Behagen Playground,X166,X,1,X-03,A-Behagen Playground,Active,POINT (-73.901724 40.825592)
Q300A-DF0724,A,In Playground,YES,Q300A,Kissena Corridor Park,Q300A-01,Q,1,Q-11,A-Kissena Corridor Park-Underhill Playground,Active,POINT (-73.787229 40.744641)
M258-DF1017,Food Prep Sink,Indoor,,M258,East River Playground,M258-BLG1586,M,1,M-15,Food Prep Sink-East River Playground-Park House,Active,POINT (-73.93789 40.789183)
Q099-DF0944,Food Prep Sink,Indoor,,Q099,Flushing Meadows Corona Park,Q099-BLG0536,Q,1,Q-15,Food Prep Sink-Flushing Meadows Corona Park-Garage,Active,POINT (-73.848349 40.751368)
R031-DF0244,Food Prep Sink,Indoor,,R031,Wolfe's Pond Park,R031-ZN02-BLG9767,R,1,R-03,Food Prep Sink-Wolfe's Pond Park-Lifeguard North,Active,POINT (-74.189119 40.516475)
Q015-DF0911,Indoor Drinking Fountain,Indoor,,Q015,Forest Park,Q015-ZN05-BLG0435,Q,1,Q-16,Indoor Drinking Fountain-Forest Park-Greenhouse,Active,POINT (-73.856731 40.701358)
Q121-DF0478,D,Near Ballfield,YES,Q121,Detective Keith L Williams Park,Q121,Q,1,Q-12,D-Detective Keith L Williams Park,Active,POINT (-73.784099 40.70212)
B395-DF0024,A,"Out in Open, Near Ballfield",NO,B395,Green Central Knoll,B395,B,1,B-04,A-Green Central Knoll,Active,POINT (-73.932345 40.701822)
M155-DF0424,A,"In Shade, Under Tree, Near Ballfield, In Playground",NO,M155,Courtney Callender Playground,M155,M,1,M-10,A-Courtney Callender Playground,Active,POINT (-73.940304 40.810075)
B073-DF0845,E High Low,"Near Ballfield, Out in Open",YES,B073,Prospect Park,B073-ZN15,B,2,B-19,E High Low-Prospect Park-Lower Long Meadow,Active,POINT (-73.976453 40.661363)
Q046-DF0601,D,Just Outside Playground,,Q046,Josephine Caminiti Playground,Q046,Q,1,Q-04,D-Josephine Caminiti Playground,Active,POINT (-73.861665 40.743765)
X177-DF0131,C,"In Playground, In Shade, Under Tree",NO,X177,Castle Hill Playground,X177,X,1,X-09,C-Castle Hill Playground,Active,POINT (-73.852883 40.838959)
Q338-DF0614,A,In Playground,YES,Q338,Admiral Playground,Q338,Q,1,Q-11,A-Admiral Playground,Active,POINT (-73.738208 40.77109)
Q389-DF0169,H,Just Outside Playground,NO,Q389,Bayside Playground,Q389,Q,1,Q-14,H-Bayside Playground,Active,POINT (-73.825114 40.584853)
B113A-DF1017,A,,,B113A,Cadman Plaza Park,B113A,B,1,B-02,A-Cadman Plaza Park,Active,POINT (-73.990377 40.698756)
X136-DF0154,D,"Near Ballfield, Out in Open",NO,X136,Harris Park,X136,X,1,X-07,D-Harris Park,Active,POINT (-73.891776 40.874977)
X030-DF0428,A,"Under Tree, In Shade",YES,X030,Macombs Dam Park,X030-ZN03,X,1,X-04,A-Macombs Dam Park-Macombs Dam Park Zone 3,Active,POINT (-73.929122 40.830269)
Q305-DF0555,A,Near Ballfield,NO,Q305,Mafera Park,Q305,Q,1,Q-05,A-Mafera Park,Active,POINT (-73.890524 40.708103)
X030-DF0426,Trough,Out in Open,NO,X030,Macombs Dam Park,X030-ZN01,X,1,X-04,Trough-Macombs Dam Park-Macombs Dam Park Zone 1 Upper,Active,POINT (-73.928596 40.828721)
B251-DF0609,Bottle Filler High Low,In Playground,YES,B251,Manhattan Beach Park,B251-04,B,3,B-15,Bottle Filler High Low-Manhattan Beach Park-Pat Parlato Plgd,Active,POINT (-73.946025 40.577001)
Q218-DF0063,Bottle Filler High Low,"Under Tree, Out in Open",NO,Q218,Dutch Kills Playground,Q218,Q,3,Q-01,Bottle Filler High Low-Dutch Kills Playground,Active,POINT (-73.933121 40.757511)
B223PB-DF0402,A,"Under Tree, In Playground",YES,B223PB,Rodney Park North,B223PB,B,1,B-01,A-Rodney Park North,Active,POINT (-73.956239 40.709011)
Q094-DF0593,C,Out in Open,NO,Q094,Tudor Park,Q094,Q,1,Q-10,C-Tudor Park,Active,POINT (-73.848095 40.671469)
X010-DF0335,C,"Out in Open, Near Ballfield",NO,X010,Crotona Park,X010-ZN10,X,1,X-03,C-Crotona Park-Crotona Zone 10,Active,POINT (-73.897231 40.841569)
X118-DF0416,Trough High Low,Just Outside Playground,NO,X118,Soundview Park,X118-02,X,2,X-09,Trough High Low-Soundview Park-Soundview Park,Active,POINT (-73.870431 40.818002)
X002-DF0515,Slop Sink,Indoor,,X002,Bronx Park,X002-BLG0001,X,1,X-14,Slop Sink-Bronx Park-Ranaqua,Active,POINT (-73.870393 40.847141)
M216-DF0524,Bottle Filler High Low,"Under Tree, In Playground, Near Ballfield",YES,M216,Holcombe Rucker Park,M216,M,3,M-10,Bottle Filler High Low-Holcombe Rucker Park,Active,POINT (-73.936254 40.829374)
B058-DF1032,Indoor Drinking Fountain,Indoor,,B058,McCarren Park,B058-ZN01-BLG0984,B,1,B-01,Indoor Drinking Fountain-McCarren Park-McCarren Play Center,Active,POINT (-73.94993 40.720081)
X039-DF0530,Indoor Drinking Fountain,Attached to building,,X039,Pelham Bay Park,X039-ZN18,X,1,X-15A,Indoor Drinking Fountain-Pelham Bay Park-Orchard Bch. Pavilion,Active,POINT (-73.793957 40.867214)
Q099-DF0830,C,Out in Open,NO,Q099,Flushing Meadows Corona Park,Q099-ZN01,Q,1,Q-03,C-Flushing Meadows Corona Park-Flushing Bay Promenade,Active,POINT (-73.84494 40.762453)
X044-DF0055,A,Out in Open,NO,X044,St. James Park,X044,X,1,X-07,A-St. James Park,Active,POINT (-73.897444 40.865997)
Q001A-DF0708,Bottle Filler High Low,Near Ballfield,NO,Q001A,Alley Athletic Playground,Q001-ZN01,Q,3,Q-07A,Bottle Filler High Low-Alley Athletic Playground-Alley Pond Park Zone 1,Active,POINT (-73.734488 40.739996)
M010-DF1104,Water Cooler,Indoor,,M010,Central Park,M010-ZN29-BLG0728,M,1,M-13,Water Cooler-Central Park-79TH ST. YARD,Active,POINT (-73.97136 40.780483)
R005-DF0170,A,Near Ballfield,NO,R005,Clove Lakes Park,R005-ZN01,R,1,R-01,A-Clove Lakes Park-Clove Lakes Park Zone 1,Active,POINT (-74.10698 40.618152)
Q065-DF0369,A,"Under Tree, Out in Open",NO,Q065,John Vincent Daniels Jr. Square,Q065,Q,1,Q-02,A-John Vincent Daniels Jr. Square,Active,POINT (-73.913455 40.744069)
Q073-DF0742,C,Out in Open,NO,Q073,Plaut Triangle,Q073,Q,1,Q-07,C-Plaut Triangle,Active,POINT (-73.797219 40.758381)
M071-DF1110,Food Prep Sink,Indoor,,M071,Riverside Park,M071-ZN15-BLG1486,M,1,M-14,Food Prep Sink-Riverside Park-VOLUNTEER HOUSE,Active,POINT (-73.970509 40.803151)
X266-DF0350,D,Out in Open,YES,X266,Vidalia Park,X266,X,1,X-06,D-Vidalia Park,Active,POINT (-73.881644 40.843779)
R005-DF0165,A,Out in Open,YES,R005,Clove Lakes Park,R005-ZN01,R,1,R-01,A-Clove Lakes Park-Clove Lakes Park Zone 1,Active,POINT (-74.110869 40.617921)
X123-DF0127,CS Metal,"In Playground, In Shade, Near Ballfield",NO,X123,Noble Playground,X123,X,1,X-09,CS Metal-Noble Playground,Active,POINT (-73.87185 40.836863)
Q007-DF0241,D,In Playground,YES,Q007,Bayswater Park,Q007-01,Q,1,Q-14,D-Bayswater Park-Bayswater Playground,Active,POINT (-73.766985 40.598917)
R046-DF0182,Bottle Filler High Low,,,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN03,R,3,R-02B,Bottle Filler High Low-FDR Boardwalk & Beach-South Beach Zone 3,Active,POINT (-74.076074 40.579489)
R005-DF0199,Food Prep Sink,Indoor,,R005,Clove Lakes Park,R005-ZN03-BLG001,R,1,R-01,Food Prep Sink-Clove Lakes Park-Staten Island Shops,Active,POINT (-74.11852 40.620033)
Q162J01-DF0199,A,In Playground,NO,Q162J01,Beach 9 Playground,Q162J01,Q,1,Q-14,A-Beach 9 Playground,Active,POINT (-73.744682 40.595627)
Q099-DF0276,C,Out in Open,NO,Q099,Flushing Meadows Corona Park,Q099-ZN09,Q,1,Q-15,C-Flushing Meadows Corona Park-North Of Fountain Of The Planets,Active,POINT (-73.840325 40.749385)
M105-DF0215,E,"Under Tree, Near Ballfield",YES,M105,Sara D. Roosevelt Park,M105,M,1,M-03,E-Sara D. Roosevelt Park,Active,POINT (-73.994615 40.716139)
Q021-DF0440,C,"Near Ballfield, Out in Open",NO,Q021,Cunningham Park,Q021-ZN02,Q,1,Q-08,C-Cunningham Park-Cunningham Park Zone 2,Active,POINT (-73.776292 40.728688)
Q348-DF0541,C,"Out in Open, In Playground",NO,Q348,Willow Lake Playground,Q348,Q,1,Q-06,C-Willow Lake Playground,Active,POINT (-73.837082 40.722582)
Q338-DF0613,D,In Playground,NO,Q338,Admiral Playground,Q338,Q,1,Q-11,D-Admiral Playground,Active,POINT (-73.737614 40.770878)
R008-DF0118,A,Out in Open,YES,R008,Faber Pool and Park,R008,R,1,R-01,A-Faber Pool and Park,Active,POINT (-74.135278 40.640856)
M010-DF0625,E,Out in Open,YES,M010,Central Park,M010-ZN30,M,1,M-13,E-Central Park-Central Park West,Active,POINT (-73.965836 40.789403)
B320-DF0261,A,In Playground,NO,B320,Park Slope Playground,B320,B,1,B-06,A-Park Slope Playground,Active,POINT (-73.978691 40.676847)
B193-DF0291,A,"Out in Open, Just Outside Playground",NO,B193,Hamilton Metz Field,B193,B,1,B-09,A-Hamilton Metz Field,Active,POINT (-73.940415 40.662692)
BT10-DF0617,E,Out in Open,YES,BT10,Holocaust Memorial Park,BT10,B,1,B-15,E-Holocaust Memorial Park,Active,POINT (-73.95356 40.582783)
B287-DF0384,D,"Out in Open, In Playground",NO,B287,Andries Playground,B287,B,1,B-14,D-Andries Playground,Active,POINT (-73.946395 40.623041)
BT13-DF0907,Pedestal,Out in Open,,BT13,Whole Foods PAA,BT13,B,1,B-06,Pedestal-Whole Foods PAA,Active,POINT (-73.990398 40.675611)
Q099-DF0288,B,Out in Open,NO,Q099,Flushing Meadows Corona Park,Q099-ZN10,Q,1,Q-15,B-Flushing Meadows Corona Park-Putt-putt Golf Course & Allied Bldg,Active,POINT (-73.842426 40.751023)
M104-DF1087,Indoor Drinking Fountain,Indoor,,M104,Randall's Island Park,M104-ZN04-BLG15901,M,1,M-11R,Indoor Drinking Fountain-Randall's Island Park-Icahn Stadium,Active,POINT (-73.924708 40.79288)
X094-DF0379,C,Out in Open,NO,X094,Bridge Park,X094,X,1,X-05,C-Bridge Park,Active,POINT (-73.926049 40.847735)
X104-DF0561,Indoor Drinking Fountain,Indoor,,X104,Williamsbridge Oval,X104-BLG0854,X,1,X-07,Indoor Drinking Fountain-Williamsbridge Oval-Recreation Center,Active,POINT (-73.878571 40.876656)
B157-DF0668,D,In Playground,NO,B157,Kelly Park Playground,B157,B,1,B-15,D-Kelly Park Playground,Active,POINT (-73.956337 40.604577)
Q421-DF0539,C,In Playground,NO,Q421,Walter Ward Playground,Q421,Q,1,Q-10,C-Walter Ward Playground,Active,POINT (-73.843504 40.657107)
B126-DF0005,A,Out in Open,YES,B126,Red Hook Recreation Area,B126,B,1,B-06,A-Red Hook Recreation Area,Active,POINT (-74.004399 40.673048)
X008-DF0187,A,"In Shade, Under Tree, In Playground",YES,X008,Claremont Park,X008-01,X,1,X-04,A-Claremont Park-Claremont Park,Active,POINT (-73.907921 40.837771)
B297-DF1020,Other,,,B297,Albemarle Playground,B297,B,1,B-12,Other-Albemarle Playground,Active,POINT (-73.980532 40.645761)
X348-DF0399,D,"In Playground, Out in Open",NO,X348,River Avenue Parks,X348-01,X,1,X-04,D-River Avenue Parks-River Avenue Parks,Active,POINT (-73.926689 40.825681)
M208D-DF0906,B,S.W corner of prk behind backstop,,M208D,Harlem River Park,M208D-02,M,1,M-11,B-Harlem River Park-Harlem River Park,Active,POINT (-73.934568 40.805902)
R076-DF0158,C,In Playground,YES,R076,Markham Playground,R076,R,1,R-01,C-Markham Playground,Active,POINT (-74.146202 40.622953)
M011-DF0945,Indoor Drinking Fountain,Indoor,,M011,Chelsea Park,M011-BLG0652,M,1,M-04,Indoor Drinking Fountain-Chelsea Park-Chelsea Park,Active,POINT (-74.000839 40.749852)
Q305-DF0549,C,In Playground,NO,Q305,Mafera Park,Q305,Q,1,Q-05,C-Mafera Park,Active,POINT (-73.891366 40.705924)
X010-DF0325,E and Dog,Out in Open,YES,X010,Crotona Park,X010-ZN01,X,2,X-03,E and Dog-Crotona Park-Crotona Park Lake,Active,POINT (-73.893526 40.837954)
M010-DF0641,D,"In Playground, Under Tree",NO,M010,Central Park,M010-195,M,1,M-13,D-Central Park-Bendheim Plgd,Active,POINT (-73.954294 40.790588)
M071-DF0022,B,"Out in Open, Near Ballfield, Under Tree",YES,M071,Riverside Park,M071-ZN02,M,1,M-14,B-Riverside Park-Running Track And 78th St. Ballfields,Active,POINT (-73.987504 40.781805)
Q363-DF0590,C,"Under Tree, Near Ballfield",NO,Q363,Northern Playground,Q363,Q,1,Q-03,C-Northern Playground,Active,POINT (-73.87484 40.755777)
X196-DF0039,A,"Under Tree, In Shade, In Playground",YES,X196,Haffen Park,X196-02,X,1,X-12,A-Haffen Park-Haffen Park Playground,Active,POINT (-73.838921 40.873235)
B223PA-DF0403,A,Under Tree,YES,B223PA,Rodney Park Center,B223PA,B,1,B-01,A-Rodney Park Center,Active,POINT (-73.956509 40.708592)
Q051-DF0448,D,Near Ballfield,NO,Q051,Archie Spigner Park,Q051,Q,1,Q-12,D-St. Albans Park,Active,POINT (-73.78052 40.692604)
M105-DF0999,Indoor Drinking Fountain,Indoor,,M105,Sara D. Roosevelt Park,M105-BLG1530,M,1,M-03,Indoor Drinking Fountain-Sara D. Roosevelt Park-CENTRAL COMMUNICATIONS,Active,POINT (-73.993043 40.718805)
X005-DF0058,E,Out in Open,YES,X005,Bryan Park,X005,X,1,X-07,E-Bryan Park,Active,POINT (-73.894004 40.86214)
B147-DF0730,D,"Out in Open, Near Ballfield",NO,B147,Monsignor Crawford Field,B147,B,1,B-18,D-Monsignor Crawford Field,Active,POINT (-73.916719 40.614374)
B060-DF0748,A,Near Ballfield,NO,B060,McKinley Park,B060,B,1,B-10,A-McKinley Park,Active,POINT (-74.017925 40.625891)
B297-DF0509,A,In Playground,NO,B297,Albemarle Playground,B297,B,1,B-12,A-Albemarle Playground,Active,POINT (-73.980435 40.645916)
X201-DF0116,A,Out in Open,YES,X201,Seton Park,X201,X,1,X-08,A-Seton Park,Active,POINT (-73.916535 40.885601)
Q015-DF0003,E,In Playground,YES,Q015,Forest Park,Q015-02,Q,1,Q-16,E-Forest Park-Sobelsohn Park,Active,POINT (-73.836009 40.709378)
M042-DF0955,Indoor Drinking Fountain,Indoor,,M042,Inwood Hill Park,M042-BLG1451,M,1,M-12,Indoor Drinking Fountain-Inwood Hill Park-Payson Park House,Active,POINT (-73.929052 40.867405)
B073-DF0851,E High Low,"Out in Open, Near Ballfield",YES,B073,Prospect Park,B073-ZN15,B,2,B-19,E High Low-Prospect Park-Lower Long Meadow,Active,POINT (-73.973676 40.661114)
X010-DF0320,CS Concrete,Just Outside Playground,NO,X010,Crotona Park,X010-ZN07,X,1,X-03,CS Concrete-Crotona Park-Crotona Zone 7,Active,POINT (-73.896168 40.835136)
R119-DF0227,Food Prep Sink,Indoor,,R119,Blue Heron Park,R119-BLG9801,R,1,R-03,Food Prep Sink-Blue Heron Park-BROUGHAM COTTAGE,Active,POINT (-74.170005 40.539673)
B323-DF0099,C,"Near Ballfield, In Playground",YES,B323,Hattie Carthan Playground,B323,B,1,B-03,C-Hattie Carthan Playground,Active,POINT (-73.946157 40.685746)
Q102-DF0863,Bottle Filler Wall,Just_Outside_Playground,,Q102,Juniper Valley Park,Q102-02,Q,1,Q-05,Bottle Filler Wall-Juniper Valley Park-Juniper North Playground Tennis,Active,POINT (-73.877417 40.720604)
B109-DF0698,A,In Playground,NO,B109,Bill Brown Playground,B109,B,1,B-15,A-Bill Brown Playground,Active,POINT (-73.945363 40.591655)
R030-DF0020,A,Near Ballfield,YES,R030,Willowbrook Park,R065-ZN08,R,1,R-02,A-Willowbrook Park-Willowbrook Park Recreational Area,Active,POINT (-74.156252 40.606931)
Q290-DF0188,A,"Just Outside Playground, Near Ballfield",YES,Q290,"""Uncle"" Vito F. Maranzano Glendale Playground",Q290,Q,1,Q-05,"A-""Uncle"" Vito F. Maranzano Glendale Playground",Active,POINT (-73.88156 40.70484)
M116-DF0318,D,"Under Tree, In Playground, Near Ballfield",YES,M116,ABC Playground,M116,M,1,M-03,D-ABC Playground,Active,POINT (-73.986153 40.721828)
B169-DF0542,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN01B,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1b,Active,POINT (-73.958546 40.575288)
B251-DF0921,E,Out in Open,YES,B251,Manhattan Beach Park,B251-ZN01,B,1,B-15,E-Manhattan Beach Park-Manhattan Beach Zone 1,Active,POINT (-73.945396 40.576583)
B269-DF0995,CS Metal,,,B269,Jesse Owens Playground,B269,B,1,B-03,CS Metal-Jesse Owens Playground,Active,POINT (-73.932484 40.691653)
Q458-DF0972,Food Prep Sink,Indoor,,Q458,Fort Totten Park,Q458-BLG0024,Q,1,Q-07A,Food Prep Sink-Fort Totten Park-422 WEAVER AVENUE,Active,POINT (-73.776753 40.793049)
M019-DF0430,A,"Under Tree, In Playground",YES,M019,Coleman Playground,M019,M,1,M-03,A-Coleman Playground,Active,POINT (-73.993639 40.710721)
B019-DF0243,A,In Playground,NO,B019,Carroll Park,B019,B,1,B-06,A-Carroll Park,Active,POINT (-73.995553 40.681174)
M218-DF0874,E High Low,,,M218,DeSalvio Playground,M218,M,2,M-02,E High Low-DeSalvio Playground,Active,POINT (-73.995975 40.721709)
X178-DF0248,C,Under Tree,NO,X178,Matthews Muliner Playground,X178,X,1,X-11,C-Matthews Muliner Playground,Active,POINT (-73.861524 40.846866)
Q127-DF0298,D,In Playground,NO,Q127,Marconi Park,Q127,Q,1,Q-12,D-Marconi Park,Active,POINT (-73.795465 40.694033)
M081-DF0256,E and Dog,Out in Open,NO,M081,Carl Schurz Park,M081-ZN02,M,2,M-08,E and Dog-Carl Schurz Park-Carl Schurz Promenade,Active,POINT (-73.943628 40.775894)
B007-DF0754,CS Metal,In Shade,NO,B007,Bensonhurst Park,B007,B,1,B-11,CS Metal-Bensonhurst Park,Active,POINT (-73.999938 40.597821)
X148M1-DF0135,A,"Under Tree, In Playground",YES,X148M1,Havemeyer Playground,X148M1,X,1,X-09,A-Havemeyer Playground,Active,POINT (-73.847964 40.829933)
B079-DF0294,D,"Under Tree, In Playground",,B079,Saratoga Park,B079,B,1,B-03,D-Saratoga Park,Active,POINT (-73.919542 40.6847)
X020-DF0413,E,Under Tree,NO,X020,Fort Independence Playground,X020,X,1,X-08,E-Fort Independence Playground,Active,POINT (-73.89489 40.882015)
X284-DF0347,C,In Playground,NO,X284,Printers Park,X284,X,1,X-02,C-Printers Park,Active,POINT (-73.890693 40.823459)
B210W-DF0704,A,In Playground,NO,B210W,John J Carty Park,B210W,B,1,B-10,A-John J Carty Park,Active,POINT (-74.030154 40.612995)
B114-DF0964,E High Low,,,B114,Msgr. McGolrick Park,B114-01,B,2,B-01,E High Low-Msgr. McGolrick Park-Monsignor Mcgolrick Playground,Active,POINT (-73.943621 40.725022)
Q015-DF0849,B,"Under_Tree,In_Shade",,Q015,Forest Park,Q015-ZN08,Q,1,Q-16,B-Forest Park-Forest Park Headquarters,Active,POINT (-73.866459 40.696082)
B529-DF1119,Indoor Drinking Fountain,Indoor,,B529,Bushwick Inlet Park,B529-BLG1627,B,1,B-01,Indoor Drinking Fountain-Bushwick Inlet Park-Headquarters,Active,POINT (-73.960596 40.721913)
B012-DF0466,C,Out in Open,YES,B012,Brower Park,B012,B,1,B-08,C-Brower Park,Active,POINT (-73.943805 40.673878)
M186-DF0538,A,"Just Outside Playground, Near Ballfield",YES,M186,Brigadier General Charles Young Playground,M186,M,1,M-10,A-Brigadier General Charles Young Playground,Active,POINT (-73.93616 40.819053)
M235-DF0297,CS Metal,"In Playground, Near Ballfield,In_Playground,Near_Ballfield",YES,M235,Sol Lain Plgd,M235,M,1,M-03,CS Metal-Sol Lain Plgd,Active,POINT (-73.983991 40.714372)
Q008-DF0684,D,In Playground,NO,Q008,Brookville Park,Q008-02,Q,1,Q-13,D-Brookville Park-Brookville Park Playground,Active,POINT (-73.742155 40.662097)
B054-DF0492,Bottle Filler High Low,Under Tree,YES,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN01,B,3,B-08,Bottle Filler High Low-Lincoln Terrace / Arthur S. Somers Park-Zone 1,Active,POINT (-73.927273 40.665898)
M098-DF0609,E,"Under Tree, Just Outside Playground",YES,M098,Washington Square Park,M098-ZN01,M,1,M-02,E-Washington Square Park-Washington Square Park Western Half,Active,POINT (-73.998435 40.731182)
Q318-DF0768,CS Metal,In Playground,NO,Q318,Playground Eighty LXXX,Q318,Q,1,Q-13,CS Metal-Playground Eighty LXXX,Active,POINT (-73.709599 40.744881)
Q339-DF0787,D,Near Ballfield,NO,Q339,Cambria Playground,Q339,Q,1,Q-13,D-Cambria Playground,Active,POINT (-73.743452 40.689597)
X153-DF0190,C,"Under Tree, In Shade, In Playground",NO,X153,Merriam Playground,X153-02,X,1,X-04,C-Merriam Playground-Merriam Plgd (Lower),Active,POINT (-73.926055 40.839063)
B214-DF0170,A,Under Tree,YES,B214,Linden Park,B214-01,B,1,B-05,A-Linden Park-Linden Park,Active,POINT (-73.885394 40.65889)
M144-DF0369,C,"Under Tree, Near Ballfield",NO,M144,John V. Lindsay East River Park,M144-ZN04,M,1,M-03,C-John V. Lindsay East River Park-East River Park Zone 4,Active,POINT (-73.974789 40.717435)
Q329-DF0386,CS Concrete,In Playground,NO,Q329,Pomonok Playground,Q329,Q,1,Q-08,CS Concrete-Pomonok Playground,Active,POINT (-73.814097 40.736091)
R005-DF0004,Drinking Fountain Sink Combination,Near Ballfield,,R005,Clove Lakes Park,R005-ZN01-BLG1284,R,1,R-01,Drinking Fountain Sink Combination-Clove Lakes Park-District Office,Active,POINT (-74.107201 40.618268)
B348-DF0084,A,In Playground,YES,B348,Willoughby Playground,B348,B,1,B-03,A-Willoughby Playground,Active,POINT (-73.946639 40.694464)
X183-DF0199,A,"In Playground, Out in Open",NO,X183,Bruckner Playground,X183,X,1,X-10,A-Bruckner Playground,Active,POINT (-73.828433 40.826627)
