System,FountainType,Position,Painted,GISPropNum,PropName,OMPPropID,Borough,FountainCount,Department,District,FeatureStatus,Point
M071-DF0023,B,"Out in Open, Just Outside Playground",NO,M071,Riverside Park,M071-ZN05,M,1,M-14,B-Riverside Park-Mt. Tom Landscape,Active,POINT (-73.981966 40.78744)
B169-DF0566,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN02B,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 2b,Active,POINT (-73.964637 40.574727)
B243-DF0431,C,"In Shade, Out in Open",NO,B243,Golconda Playground,B243,B,1,B-02,C-Golconda Playground,Active,POINT (-73.982541 40.697647)
B054-DF0491,C,Under Tree,YES,B054,Lincoln Terrace / Arthur S. Somers Park,B054-ZN01,B,1,B-08,C-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 1,Active,POINT (-73.926321 40.666625)
B169-DF0549,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN01B,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 1b,Active,POINT (-73.958957 40.575269)
Q099-DF0280,C,Out in Open,NO,Q099,Flushing Meadows Corona Park,Q099-ZN15,Q,1,Q-15,C-Flushing Meadows Corona Park-South Lawn,Active,POINT (-73.841939 40.746495)
Q305-DF0551,A,In Playground,NO,Q305,Mafera Park,Q305,Q,1,Q-05,A-Mafera Park,Active,POINT (-73.890958 40.706393)
Q448-DF0969,Indoor Drinking Fountain,Indoor,,Q448,Roy Wilkins Recreation Center,Q448-ZN01A-BLG0398,Q,1,Q-12,Indoor Fountain-Roy Wilkins Recreation Center,Active,POINT (-73.769516 40.687241)
MT03-DF1031,Bottle Filler Fountain,Indoor,,MT03,Arsenal West,MT03-BLG0001,M,2,M-07,Bottle Filler Fountain-Arsenal West,Active,POINT (-73.98292 40.769783)
M208D-DF0415,B,Near Ballfield,NO,M208D,Harlem River Park,M208D-02,M,1,M-11,B-Harlem River Park-Harlem River Park,Active,POINT (-73.93268 40.805628)
M065-DF1116,CS Metal High Low,,NO,M065,Luther Gulick Park,M065,M,2,M-03,CS Metal High Low-Luther Gulick Park,Active,POINT (-73.981628 40.715949)
M107-DF0148,Pedestal,Near Ballfield,NO,M107,Wards Island Park,M104-ZN04,M,1,M-11R,Pedestal-Wards Island Park-Central Spine,Active,POINT (-73.927698 40.787245)
Q448-DF0114,A,Near Ballfield,NO,Q448,Roy Wilkins Recreation Center,Q448-01,Q,1,Q-12,A-Roy Wilkins Recreation Center-Nautilus Playground,Active,POINT (-73.770858 40.684733)
X039-DF0578,Indoor Drinking Fountain,Indoor,,X039,Pelham Bay Park,X039-ZN18-BLG1440,X,1,X-15A,Indoor Drinking Fountain-Pelham Bay Park-ORCHARD BEACH,Active,POINT (-73.793657 40.867369)
Q163-DF0823,A,In Playground,NO,Q163,Rockaway Beach Boardwalk,Q163-20,Q,1,Q-14,A-Rockaway Beach Boardwalk-Rockaway Playground - N,Active,POINT (-73.808797 40.585436)
M028-DF0048,A,In Playground,YES,M028,Fort Washington Park,M028-ZN02A,M,1,M-12,A-Fort Washington Park-Fort Washington Park Zone 2A,Active,POINT (-73.946463 40.847761)
Q121-DF0484,A,Out in Open,YES,Q121,Detective Keith L Williams Park,Q121-02,Q,1,Q-12,A-Detective Keith L Williams Park-K.l. Williams Playground (Tennis),Active,POINT (-73.785158 40.704081)
M260-DF1025,Food Prep Sink,Indoor,,M260,Chelsea Recreation Center,M260-BLG0648,M,1,M-04,Food Prep Sink-Chelsea Recreation Center,Active,POINT (-74.002219 40.748296)
R086-DF0107,C,In Playground,NO,R086,Davis Playground,R086,R,1,R-01,C-Davis Playground,Active,POINT (-74.085353 40.642544)
Q163-DF0963,Water Cooler,Indoor,,Q163,Rockaway Beach Boardwalk,Q163-BLG0287,Q,1,Q-14,Water Cooler-Rockaway Beach Boardwalk-Rockaway Beach Boardwalk,Active,POINT (-73.817548 40.582961)
M103-DF0990,Indoor Drinking Fountain,Indoor,,M103,Tony Dapolito Recreation Center,M103-BLG0644,M,1,M-02,Indoor Drinking Fountain-Tony Dapolito Recreation Center,Active,POINT (-74.005434 40.729629)
R046-DF0039,A,Out in Open,YES,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN05,R,1,R-02,A-Franklin D. Roosevelt Boardwalk and Beach-Midland Beach Zone 5,Active,POINT (-74.088676 40.57001)
R114-DF0115,C,Out in Open,NO,R114,Jennifer's Playground,R114,R,1,R-01,C-Jennifer's Playground,Active,POINT (-74.162765 40.619767)
B028-DF1111,Indoor Drinking Fountain,Indoor,,B028,Dyker Beach Park,B028-BLG1108,B,1,B-10,Indoor Drinking Fountain-Dyker Beach Park-DYKER GOLF,Active,POINT (-74.020472 40.616929)
M042-DF0132,B,In Playground,NO,M042,Inwood Hill Park,M042-01,M,1,M-12,B-Inwood Hill Park-Payson Plgd,Active,POINT (-73.928773 40.867246)
B073-DF0379,E and Dog,In Shade,NO,B073,Prospect Park,B073-ZN21,B,2,B-19,E and Dog-Prospect Park-Peninsula,Active,POINT (-73.969255 40.657617)
Q027-DF0764,D,Near Ballfield,NO,Q027,Laurelton Parkway,Q027-02,Q,1,Q-13,D-Laurelton Parkway-Laurelton Parkway West Playground,Active,POINT (-73.727299 40.684111)
Q436-DF0045,E,In Playground,NO,Q436,Athens Square,Q436,Q,1,Q-01,E-Athens Square,Active,POINT (-73.921922 40.767993)
X187-DF0057,D,"Under Tree, In Shade, In Playground",YES,X187,Givan Square,X187-01,X,1,X-12,D-Givan Square-Angelo Campanaro Plgd,Active,POINT (-73.842842 40.86797)
M104-DF1100,Water Cooler,Indoor,,M104,Randall's Island Park,M104-ZN01-BLG1561,M,1,M-11R,Water Cooler-Randall's Island Park-5 Boro,Active,POINT (-73.922798 40.79927)
R069-DF0110,D,Out in Open,NO,R069,Terrace Playground,R069,R,1,R-01,D-Terrace Playground,Active,POINT (-74.098765 40.613357)
R046-DF0077,D,Near Ballfield,YES,R046,Franklin D. Roosevelt Boardwalk and Beach,R046-ZN01,R,1,R-02B,D-Franklin D. Roosevelt Boardwalk and Beach-South Beach Zone 1,Active,POINT (-74.063725 40.591891)
Q099-DF0289,C,Near Ballfield,YES,Q099,Flushing Meadows Corona Park,Q099-ZN17,Q,1,Q-15,C-Flushing Meadows Corona Park-College Point Blvd Soccer Fields,Active,POINT (-73.833238 40.750972)
Q300A1-DF0363,A,"Out in Open, In Playground",NO,Q300A1,Holy Cow Playground,Q300A1,Q,1,Q-08,A-Holy Cow Playground,Active,POINT (-73.776396 40.741304)
Q099-DF0829,B,Under tree,NO,Q099,Flushing Meadows Corona Park,Q099-ZN01,Q,1,Q-03,B-Flushing Meadows Corona Park-Flushing Bay Promenade,Active,POINT (-73.843835 40.763077)
B051-DF0669,D,In Playground,YES,B051,Kelly Park Playground,B051,B,1,B-15,D-Kelly Park Playground,Active,POINT (-73.957878 40.603745)
M283-DF0195,Other,Under Tree,YES,M283,Battery Park City,M283-01,M,1,M-01,Other-Battery Park City-Nelson Rockefeller Park Playground North,Active,POINT (-74.015756 40.71791)
B008-DF0022,F High Low,Out in Open,YES,B008,Betsy Head Park,B008-03,B,2,B-16,F High Low-Betsy Head Park-Imagination Playground at Betsy Head,Active,POINT (-73.911736 40.664259)
B018-DF0815,A,"Out in Open, Near Ballfield",YES,B018,Canarsie Park,B018-ZN01,B,1,B-18,A-Canarsie Park-Canarsie Park Zone 1,Active,POINT (-73.892863 40.628896)
B057-DF0843,A,Near Ballfield,YES,B057,Marine Park,B057-ZN05,B,1,B-18,A-Marine Park-Marine Park Zone 5,Active,POINT (-73.926418 40.60602)
M360-DF0120,Trough,Out in Open,YES,M360,The High Line,M360-ZN02,M,1,M-16,Trough-The High Line-The High Line Zone 2,Active,POINT (-74.001936 40.752266)
B166D-DF1082,Indoor Drinking Fountain,Indoor,,B166D,McGuire Fields,B166D-BLG5718,B,1,B-18,Indoor Drinking Fountain-McGuire Fields-Comfort Station,Active,POINT (-73.898791 40.618573)
B210J-DF0525,A,In Playground,YES,B210J,Pena Herrera Playground,B210J,B,1,B-07,A-Pena Herrera Playground,Active,POINT (-74.012086 40.64941)
X004-DF0125,A,"In Shade, In Playground",YES,X004,Bronx River Parkway,X004-04,X,1,X-09,A-Bronx River Parkway-Metcalf Playground,Active,POINT (-73.873479 40.834525)
Q121-DF0477,D,Just Outside Playground,NO,Q121,Detective Keith L Williams Park,Q121-01,Q,1,Q-12,D-Detective Keith L Williams Park-173 St Playground (det. Williams),Active,POINT (-73.78354 40.701993)
X008-DF0392,CS Metal,Out in Open,NO,X008,Claremont Park,X008-ZN01,X,1,X-04,CS Metal-Claremont Park-Claremont Zone 1,Active,POINT (-73.906845 40.841462)
B296-DF0362,A,"In Playground, Out in Open",YES,B296,Luna Playground,B296,B,1,B-13,A-Luna Playground,Active,POINT (-73.977476 40.575884)
B169-DF0575,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN07A,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 7a,Active,POINT (-73.991806 40.571518)
B082-DF0725,A,In Playground,NO,B082,Shore Park and Parkway,B082-01B,B,1,B-10,A-Shore Park and Parkway-Vinland Plgd,Active,POINT (-74.040029 40.617545)
M010-DF0013,B,Under Tree,NO,M010,Central Park,M010-ZN07,M,1,M-13,B-Central Park-Central Park South,Active,POINT (-73.978163 40.76736)
R076-DF0160,A,Near Ballfield,YES,R076,Markham Playground,R076,R,1,R-01,A-Markham Playground,Active,POINT (-74.14584 40.62311)
Q425-DF0571,A,Under Tree,,Q425,Yellowstone Park,Q425,Q,1,Q-06,A-Yellowstone Park,Active,POINT (-73.847842 40.726339)
X010-DF0334,A,"Under Tree, Just Outside Playground",NO,X010,Crotona Park,X010-01,X,1,X-03,A-Crotona Park-Crotona Playground (1),Active,POINT (-73.894856 40.84197)
MT03-DF1030,Food Prep Sink,Indoor,,MT03,Arsenal West,MT03-BLG0001,M,1,M-07,Food Prep Sink-Arsenal West,Active,POINT (-73.98292 40.769783)
X010-DF0338,A,Out in Open,YES,X010,Crotona Park,X010,X,1,X-03,A-Crotona Park,Active,POINT (-73.898137 40.840238)
B245-DF1087,Bottle Filler Fountain,Indoor,,B245,St. John's Park,B245-BLG1089,B,2,B-08,Bottle Filler Fountain-St. John's Recreation Center,Active,POINT (-73.934891 40.673861)
M226-DF0035,C,In Playground,YES,M226,Augustus St. Gaudens Playground,M226,M,1,M-06,C-Augustus St. Gaudens Playground,Active,POINT (-73.982275 40.735504)
Q015-DF0014,D,In Playground,NO,Q015,Forest Park,Q015-03,Q,1,Q-16,D-Forest Park-Jackson Pond Playground,Active,POINT (-73.842471 40.700906)
B244-DF0661,A,Out in Open,YES,B244,McDonald Playground,B244,B,1,B-15,A-McDonald Playground,Active,POINT (-73.972149 40.600497)
Q476-DF0834,D,Out_in_Open,,Q476,College Point Fields,Q476,Q,1,Q-07,D-College Point Fields,Active,POINT (-73.838611 40.776423)
M203C-DF0067,E,Out in Open,YES,M203C,Dag Hammarskjold Plaza,M203C,M,1,M-06,E-Dag Hammarskjold Plaza,Active,POINT (-73.968025 40.751811)
Q352-DF0073,A,Out in Open,YES,Q352,Hillside Playground,Q352,Q,1,Q-13,A-Hillside Playground,Active,POINT (-73.713202 40.741302)
R106-DF0188,D,,,R106,Bloomingdale Park,R106-01,R,1,R-03,D-Bloomingdale Park-Bloomingdale Playground,Active,POINT (-74.208555 40.535299)
X151-DF0140,C,"Near Ballfield, In Playground",NO,X151,P.O. Serrano Playground,X151,X,1,X-09,C-P.O. Serrano Playground,Active,POINT (-73.850781 40.823191)
B169-DF0592,E,Out in Open,NO,B169,Coney Island Beach & Boardwalk,B169-ZN05A,B,1,B-13,E-Coney Island Beach & Boardwalk-Coney Island Beach Zone 5a,Active,POINT (-73.979108 40.573131)
B297-DF0510,D,"In Playground, Out in Open",NO,B297,Albemarle Playground,B297,B,1,B-12,D-Albemarle Playground,Active,POINT (-73.980305 40.645837)
B073-DF1056,Drinking Fountain Sink Combination,Indoor,,B073,Prospect Park,B073-ZN14-BLG1238,B,2,B-19,Drinking Fountain Sink Combination-Prospect Park-TENNIS HOUSE,Active,POINT (-73.973349 40.663586)
B106B-DF1151,E High Low,"Under Tree, In Shade, In Playground",YES,B106B,Lafayette Playground,B106B,B,2,B-13,E High Low-Lafayette Playground,Active,POINT (-73.985795 40.594441)
R005-DF0197,Indoor Drinking Fountain,Indoor,,R005,Clove Lakes Park,R005-ZN03-BLG002,R,1,R-01,Indoor Drinking Fountain-Clove Lakes Park-Staten Island Forestry,Active,POINT (-74.118474 40.620381)
X039-DF0094,Bottle Filler High Low,Out in Open,NO,X039,Pelham Bay Park,X039-ZN16,X,3,X-15,Bottle Filler High Low-Pelham Bay Park-Orchard Beach North,Active,POINT (-73.792393 40.868327)
B057-DF0975,A,,,B057,Marine Park,B057-05,B,1,B-18,A-Marine Park-Dr John's Plgd,Active,POINT (-73.928008 40.59658)
B232-DF0448,A,Out in Open,NO,B232,Dean Playground,B232,B,1,B-08,A-Dean Playground,Active,POINT (-73.972899 40.680675)
B260-DF0174,A,"Under Tree, In Shade",YES,B260,Howard Playground,B260,B,1,B-16,A-Howard Playground,Active,POINT (-73.908249 40.671573)
M105-DF0996,Indoor Drinking Fountain,Indoor,,M105,Sara D. Roosevelt Park,M105-BLG1529,M,1,M-03,Indoor Drinking Fountain-Sara D. Roosevelt Park-Community Center,Active,POINT (-73.992258 40.720424)
Q266-DF0333,C,In Playground,NO,Q266,Westbourne Playground,Q266,Q,1,Q-14,C-Westbourne Playground,Active,POINT (-73.764664 40.608274)
B042-DF0675,C,Near Ballfield,NO,B042,Gravesend Park,B042,B,1,B-12,C-Gravesend Park,Active,POINT (-73.984746 40.623518)
X165-DF0006,D,In Playground,YES,X165,Edenwald Playground,X165,X,1,X-12,D-Edenwald Playground,Active,POINT (-73.845125 40.884029)
Q015-DF0922,Slop Sink,Indoor,,Q015,Forest Park,Q015-ZN08-BLG0404,Q,1,Q-16,Slop Sink-Forest Park-Forest Park,Active,POINT (-73.866434 40.696026)
M124-DF0220,C,"Under Tree, Near Ballfield, Just Outside Playground",NO,M124,First Park,M124,M,1,M-03,C-First Park,Active,POINT (-73.989295 40.723499)
B271-DF0277,CS Concrete,"Out in Open, In Playground",YES,B271,Railroad Playground,B271,B,1,B-17,CS Concrete-Railroad Playground,Active,POINT (-73.913999 40.649242)
B050-DF0265,C,In Playground,NO,B050,Van Voorhees Playground,B050,B,1,B-06,C-Van Voorhees Playground,Active,POINT (-73.999363 40.68968)
X002-DF0243,C,Near Ballfield,NO,X002,Bronx Park,X002-ZN01,X,1,X-14,C-Bronx Park-Bronx Park Zone 1,Active,POINT (-73.870229 40.852961)
M010-DF0943,Indoor Drinking Fountain,Indoor,,M010,Central Park,M010-ZN40-BLG0736,M,1,M-13,Indoor Drinking Fountain-Central Park-CONSERVATORY GARDEN,Active,POINT (-73.952734 40.794185)
B126-DF1077,Indoor Drinking Fountain,Indoor,,B126,Red Hook Recreation Area,B126-BLG1076,B,1,B-06,Indoor Drinking Fountain-Red Hook Recreation Area-Recreation Center,Active,POINT (-74.004045 40.672382)
Q099-DF0296,Double A,Out in Open,YES,Q099,Flushing Meadows Corona Park,Q099-ZN25,Q,2,Q-15,Double A-Flushing Meadows Corona Park-Meadow Lake NE,Active,POINT (-73.837183 40.733513)
B210J-DF0526,A,In Playground,YES,B210J,Pena Herrera Playground,B210J,B,1,B-07,A-Pena Herrera Playground,Active,POINT (-74.012169 40.649492)
M258-DF1016,Indoor Drinking Fountain,Indoor,,M258,East River Playground,M258-BLG1586,M,1,M-15,Indoor Drinking Fountain-East River Playground-Park House,Active,POINT (-73.93789 40.789183)
X013-DF0386,C,Out in Open,NO,X013,Devoe Park,X013,X,1,X-05,C-Devoe Park,Active,POINT (-73.905509 40.863494)
X092-DF0266,A,"Near Ballfield, Out in Open",YES,X092,Van Cortlandt Park,X092-ZN08,X,1,X-13,A-Van Cortlandt Park-Kelly Fields,Active,POINT (-73.89536 40.907748)
Q005-DF0449,A,Just Outside Playground,NO,Q005,Baisley Pond Park,Q005-05,Q,1,Q-12,A-Baisley Pond Park-157 St Playground-Comfort Station,Active,POINT (-73.786177 40.684565)
M353-DF0077,D,Out in Open,YES,M353,Riverside Park South,M353-ZN01,M,1,M-14,D-Riverside Park South-South Waterfront West Side,Active,POINT (-73.987752 40.780775)
Q026-DF0145,C,Near Ballfield,NO,Q026,Park Of The Americas,Q026,Q,1,Q-04,C-Park Of The Americas,Active,POINT (-73.86202 40.748605)
X176-DF0126,A,In Playground,YES,X176,Taylor Playground,X176,X,1,X-09,A-Taylor Playground,Active,POINT (-73.866293 40.839001)
Q400-DF0159,A,Under Tree,NO,Q400,Oakland Gardens,Q400,Q,1,Q-07A,A-Oakland Gardens,Active,POINT (-73.759641 40.753855)
M194-DF0434,E,Near Ballfield,YES,M194,Alfred E. Smith Playground,M194,M,1,M-03,E-Alfred E. Smith Playground,Active,POINT (-73.997886 40.710259)
B142-DF0385,E,"Under Tree, In Playground",YES,B142,Bedford Playground,B142,B,1,B-01,E-Bedford Playground,Active,POINT (-73.96383 40.708355)
B347-DF0130,C,"In Playground, Under Tree",NO,B347,Carver Playground,B347,B,1,B-03,C-Carver Playground,Active,POINT (-73.920455 40.680435)
B245-DF0472,E,Out in Open,NO,B245,St. John's Park,B245,B,1,B-08,E-St. John's Park,Active,POINT (-73.934589 40.674155)
X126-DF0198,D,"Near Ballfield, Out in Open",NO,X126,Ferry Point Park,X126-ZN04,X,1,X-10,D-Ferry Point Park-Ferry Point Park Zone 4,Active,POINT (-73.825993 40.820661)
Q015-DF0918,Indoor Drinking Fountain,Indoor,,Q015,Forest Park,Q015-ZN06-BLG0414,Q,1,Q-16,Indoor Drinking Fountain-Forest Park-Bandshell,Active,POINT (-73.858391 40.698396)
M099-DF0228,E,In Playground,YES,M099,J. Hood Wright Park,M099-01,M,1,M-12,E-J. Hood Wright Park-J Hood Wright Park Playground,Active,POINT (-73.940793 40.845769)
M144-DF0368,E High Low,Near Ballfield,YES,M144,John V. Lindsay East River Park,M144-ZN04,M,2,M-03,E High Low-John V. Lindsay East River Park-East River Park Zone 4,Active,POINT (-73.974288 40.717194)
Q401-DF0966,Indoor Drinking Fountain,Indoor,,Q401,Lost Battalion Hall Recreation Center,Q401-BLG0533,Q,1,Q-06,Indoor Drinking Fountain-Lost Battalion Hall Recreation Center,Active,POINT (-73.865513 40.731804)
X039-DF0089,C,Out in Open,NO,X039,Pelham Bay Park,X039-ZN18,X,1,X-15,C-Pelham Bay Park-Orchard Bch. Pavilion,Active,POINT (-73.794146 40.866412)
B288-DF0534,D,In Playground,NO,B288,Slope Park Playground,B288,B,1,B-07,D-Slope Park Playground,Active,POINT (-73.989764 40.661177)
Q021-DF0502,A,"Out in Open, Near Ballfield",NO,Q021,Cunningham Park,Q021-ZN03,Q,1,Q-08,A-Cunningham Park-Cunningham Park Zone 3,Active,POINT (-73.770263 40.735696)
B073-DF0305,Indoor Drinking Fountain,Out in Open,NO,B073,Prospect Park,B073-ZN14-BLG1239,B,1,B-19,Indoor Drinking Fountain-Prospect Park-PICNIC HOUSE,Active,POINT (-73.971586 40.665569)
Q015-DF0024,A,In Shade,NO,Q015,Forest Park,Q015-ZN06,Q,1,Q-16,A-Forest Park-The Bandshell,Active,POINT (-73.857467 40.698816)
Q001-DF0666,A,Out in Open,NO,Q001,Alley Pond Park,Q001-04,Q,1,Q-07A,A-Alley Pond Park-Horatio Playground,Active,POINT (-73.753808 40.758812)
R149-DF0233,Indoor Drinking Fountain,Indoor,,R149,Ocean Breeze Park,R149-BLG0001,R,1,R-02B,Indoor Drinking Fountain-Ocean Breeze Athletic Complex,Active,POINT (-74.075188 40.583077)
X030-DF0427,Trough,Out in Open,NO,X030,Macombs Dam Park,X030-ZN01,X,1,X-04,Trough-Macombs Dam Park-Macombs Dam Park Zone 1 Upper,Active,POINT (-73.92788 40.828292)
X118-DF0419,A,Near Ballfield,NO,X118,Soundview Park,X118-ZN04,X,1,X-09,A-Soundview Park-Soundview Park Zone 4,Active,POINT (-73.878815 40.817577)
Q099-DF0933,Indoor Drinking Fountain,Indoor,,Q099,Flushing Meadows Corona Park,Q099-BLG0225,Q,1,Q-15,Indoor Drinking Fountain-Flushing Meadows Corona Park-Al Oerter Rec Center,Active,POINT (-73.833778 40.751408)
Q344-DF0381,A,In Playground,NO,Q344,Emerald Playground,Q344,Q,1,Q-08,A-Emerald Playground,Active,POINT (-73.805953 40.730842)
B298-DF1024,Bottle Filler High Low,,,B298,Stockton Playground,B298,B,3,B-03,Bottle Filler High Low-Stockton Playground,Active,POINT (-73.948882 40.69749)
M104-DF0158,Pedestal,Near Ballfield,NO,M104,Randall's Island Park,M104-ZN04,M,1,M-11R,Pedestal-Randall's Island Park-Central Spine,Active,POINT (-73.921164 40.793955)
Q099-DF0130,A,Under Tree,YES,Q099,Flushing Meadows Corona Park,Q099-ZN18,Q,1,Q-15,A-Flushing Meadows Corona Park-QN Wldlf Ctr-Terr On Park-NY Hall Of Sci,Active,POINT (-73.850447 40.746248)
Q001-DF0707,A,Out in Open,NO,Q001,Alley Pond Park,Q001-ZN04,Q,1,Q-07A,A-Alley Pond Park-Alley Pond Park Zone 4,Active,POINT (-73.739914 40.741424)
Q375-DF0533,D,"Under Tree, In Playground",NO,Q375,Willets Point Playground,Q375,Q,1,Q-07,D-Willets Point Playground,Active,POINT (-73.796652 40.783773)
R090-DF0014,C,In Playground,NO,R090,Lieutenant John H. Martinson Playground,R090,R,1,R-03,C-Lieutenant John H. Martinson Playground,Active,POINT (-74.162652 40.537069)
M071-DF0085,A,"Under Tree, Out in Open",NO,M071,Riverside Park,M071-ZN15,M,1,M-14,A-Riverside Park-Terrace Promenade North,Active,POINT (-73.970074 40.803037)
M037-DF0473,D,"Under Tree, In Playground",NO,M037,Highbridge Park,M037-08,M,1,M-12A,D-Highbridge Park-Coogan's Bluff Playground,Active,POINT (-73.940161 40.831624)
Q460-DF0184,A,Just Outside Playground,NO,Q460,Broad Channel Park,Q460,Q,1,Q-14,A-Broad Channel Park,Active,POINT (-73.819743 40.600794)
Q458-DF0971,Food Prep Sink,Indoor,,Q458,Fort Totten Park,Q458-BLG0024,Q,1,Q-07A,Food Prep Sink-Fort Totten Park-422 WEAVER AVENUE,Active,POINT (-73.776753 40.793049)
B016-DF0014,E High Low,Out in Open,YES,B016,Maria Hernandez Park,B016,B,2,B-04,E High Low-Maria Hernandez Park,Active,POINT (-73.92359 40.703207)
Q015-DF0018,A,Near Ballfield,YES,Q015,Forest Park,Q015-08,Q,1,Q-16,A-Forest Park-Dry Harbor Playground,Active,POINT (-73.867186 40.702706)
B073-DF1125,E,Indoor,,B073,Prospect Park,B073-ZN24-BLG1232,B,1,B-19,E-Prospect Park-LeFrak Center at Lakeside Ice Rink,Active,POINT (-73.964002 40.657283)
Q307-DF0661,A,In Shade,NO,Q307,Delphin H. Greene Playground,Q307,Q,1,Q-13,A-Delphin H. Greene Playground,Active,POINT (-73.728681 40.684581)
B018-DF0200,E and Dog,Out in Open,YES,B018,Canarsie Park,B018-ZN02,B,2,B-18,E and Dog-Canarsie Park-Canarsie Park Zone 2,Active,POINT (-73.896209 40.628802)
X206-DF0292,A,"Out in Open, In Playground",NO,X206,Morgan Playground,X206,X,1,X-03,A-Morgan Playground,Active,POINT (-73.9074 40.832282)
B335-DF0391,A,"Out in Open, In Playground",YES,B335,Bildersee Playground,B335,B,1,B-18,A-Bildersee Playground,Active,POINT (-73.912162 40.63591)
B216-DF0117,C,In Playground,YES,B216,Raymond Bush Playground,B216,B,1,B-03,C-Raymond Bush Playground,Active,POINT (-73.939146 40.686601)
M089-DF0100,E and Dog,Out in Open,NO,M089,Union Square Park,M089,M,2,M-05,E and Dog-Union Square Park,Active,POINT (-73.990786 40.735564)
Q099-DF0274,A,Out in Open,YES,Q099,Flushing Meadows Corona Park,Q099-ZN09,Q,1,Q-15,A-Flushing Meadows Corona Park-North Of Fountain Of The Planets,Active,POINT (-73.836694 40.750338)
Q448-DF0778,A,In Playground,NO,Q448,Roy Wilkins Recreation Center,Q448-99,Q,1,Q-12,A-Roy Wilkins Recreation Center-Roy Wilkins Park Playground,Active,POINT (-73.769994 40.685761)
B073-DF0934,E High Low,"Out in Open, Near Ballfield",YES,B073,Prospect Park,B073-ZN16,B,2,B-19,E High Low-Prospect Park-Quaker Hill And Friends Cemetery,Active,POINT (-73.973859 40.660772)
X265-DF0376,C,"Under Tree, In Playground",NO,X265,Galileo Playground,X265,X,1,X-05,C-Galileo Playground,Active,POINT (-73.915673 40.848634)
Q300-DF0743,Bottle Filler High Low,Under Tree,NO,Q300,Kissena Corridor Park,Q300-03,Q,3,Q-07,Bottle Filler High Low-Kissena Corridor Park-Silent Springs Playground,Active,POINT (-73.822989 40.749871)
M014-DF0478,A,"In Shade, In Playground",YES,M014,Jackie Robinson Park,M014,M,1,M-10,A-Jackie Robinson Park,Active,POINT (-73.942261 40.824673)
M113-DF0315,A,"In Shade, In Playground",YES,M113,Joseph C. Sauer Park,M113,M,1,M-03,A-Joseph C. Sauer Park,Active,POINT (-73.979385 40.728163)
Q337-DF0756,A,In Playground,YES,Q337,Maurice A FitzGerald Playground,Q337,Q,1,Q-09,A-Maurice A Fitzgerald Playground,Active,POINT (-73.839589 40.690241)
M283-DF0170,Other,Out in Open,YES,M283,Battery Park City,M283-ZN01,M,1,M-01,Other-Battery Park City-Battery Park City Zone 1,Active,POINT (-74.017973 40.704719)
Q322-DF0769,A,In Playground,NO,Q322,Bellaire Playground,Q322,Q,1,Q-13,A-Bellaire Playground,Active,POINT (-73.757909 40.721491)
B057-DF0833,C,Just Outside Playground,NO,B057,Marine Park,B057-ZN01,B,1,B-18,C-Marine Park-Marine Park Zone 1,Active,POINT (-73.93618 40.608258)
Q393A-DF0172,D,Near Ballfield,NO,Q393A,LaGuardia Landing Lights,Q393A,Q,1,Q-03,D-LaGuardia Landing Lights,Active,POINT (-73.890017 40.76224)
B156-DF0176,C,"Under Tree, In Shade, Out in Open",NO,B156,Powell Playground,B156,B,1,B-16,C-Powell Playground,Active,POINT (-73.904786 40.67132)
B058-DF0798,A,Near Ballfield,YES,B058,McCarren Park,B058-ZN04,B,1,B-01,A-McCarren Park-McCarren Park Zone 4,Active,POINT (-73.954973 40.721771)
B021-DF1112,Indoor Drinking Fountain,Indoor,,B021,Commodore Barry Park,B021-BLG1004,B,1,B-02,Indoor Drinking Fountain-Commodore Barry Park-Men's Bathhouse,Active,POINT (-73.977727 40.697852)
B042-DF0683,A,"Under Tree, Just Outside Playground",NO,B042,Gravesend Park,B042,B,1,B-12,A-Gravesend Park,Active,POINT (-73.982913 40.623441)
B103-DF0193,A,"Near Ballfield, Out in Open",YES,B103,Cypress Hills Playground,B103,B,1,B-05,A-Cypress Hills Playground,Active,POINT (-73.871166 40.670114)
R038-DF0060,A,In Playground,YES,R038,Midland Playground,R038,R,1,R-02B,A-Midland Playground,Active,POINT (-74.098375 40.574852)
X148L1-DF0469,A,,,X148L1,Virginia Park,X148L1,X,1,X-09,A-Virginia Park,Active,POINT (-73.86171 40.83356)
M088-DF0305,E High Low,"Under Tree, In Playground",YES,M088,Tompkins Square Park,M088-01,M,2,M-03,E High Low-Tompkins Square Park-Tompkins Square Park,Active,POINT (-73.982543 40.726641)
X108-DF0466,C,,,X108,Belmont Playground,X108,X,1,X-06,C-Belmont Playground,Active,POINT (-73.888012 40.850056)
Q398-DF0142,A,In Playground,NO,Q398,Rosemary's Playground,Q398,Q,1,Q-05,A-Rosemary's Playground,Active,POINT (-73.904605 40.704439)
