InspectionID,PRNumber,PR Overall Condition,PR Litter,PR Graffiti,PR Amenities,PR Structural
96393,1,A,A,A,A,A
96396,1,N,N,N,N,N
96399,1,A,A,A,A,A
96400,1,U,A,A,A,U/S
96401,1,A,A,A,A,A
96405,1,A,A,A,A,A
96410,1,A,A,A,A,A
96413,1,A,A,A,A,A
96340,1,A,A,A,A,A
96343,1,A,A,A,A,A
96346,1,N,N,N,N,N
96349,1,A,A,A,A,A
96351,1,U,N,N,N,N
96352,1,A,A,A,A,A
96353,1,A,A,A,A,A
96355,1,A,A,A,A,A
96356,1,A,A,A,A,A
96357,1,N,N,N,N,N
96362,1,A,A,A,U,A
96366,1,A,A,A,A,A
96368,1,N,N,N,N,N
96329,1,N,N,N,N,N
96332,1,A,A,A,A,A
96334,1,A,A,A,A,U
96335,1,A,A,A,A,A
96303,1,A,A,A,U,A
96304,1,A,A,A,A,A
96306,1,A,A,A,A,A
96316,1,A,A,A,A,A
96261,1,A,A,A,A,A
96266,1,A,A,A,A,A
96271,1,U,N,N,N,N
96286,1,A,A,A,A,A
96296,1,A,A,A,A,A
96254,1,A,A,A,A,A
96204,1,A,A,A,A,U
96210,1,U,N,N,N,N
96218,1,A,A,A,A,A
96231,1,A,A,A,A,A
96232,1,N,N,N,N,N
96237,1,U,N,N,N,N
96241,1,U,A,A,A,U/S
96193,1,U,A,A,U,U/S
96197,1,A,A,A,A,A
96198,1,A,A,A,A,A
96200,1,N,N,N,N,N
96201,1,A,A,A,A,A
96203,1,A,A,A,A,A
96126,1,A,A,A,A,A
96127,1,A,A,A,A,A
96128,1,U,N,N,N,N
96131,1,N,N,N,N,N
96132,1,A,A,A,A,A
96133,1,A,A,A,A,A
96139,1,A,A,A,A,A
96140,1,A,A,A,A,U
96143,1,N,N,N,N,N
96146,1,A,A,A,A,A
96148,1,A,A,A,A,A
96151,1,A,A,A,A,A
96155,1,A,A,A,A,A
96156,1,A,A,A,A,A
96161,1,A,A,A,A,A
96163,1,A,A,A,A,A
96167,1,A,A,A,U,A
96169,1,A,A,A,A,A
96077,1,A,A,A,A,A
96078,1,A,A,A,A,A
96080,1,A,A,A,A,A
96081,1,A,A,A,A,A
96083,1,N,N,N,N,N
96086,1,A,A,A,A,A
96087,1,A,A,A,A,A
96091,1,U,A,A,U,U
96092,1,N,N,N,N,N
96094,1,A,A,A,A,A
96097,1,N,N,N,N,N
96098,1,A,A,A,A,A
96099,1,N,N,N,N,N
96100,1,A,A,A,A,A
96101,1,A,A,A,A,A
96108,1,A,A,A,A,A
96109,1,A,A,A,A,A
96118,1,A,A,A,A,A
96119,1,A,A,A,A,A
96122,1,A,A,A,A,A
96061,1,A,A,A,A,A
96062,1,A,A,A,A,A
96064,1,A,A,A,A,A
96071,1,A,A,A,A,A
96054,1,A,A,A,U,A
96005,1,A,A,A,A,A
96007,1,A,A,A,U,A
96008,1,A,A,A,A,A
96013,1,N,N,N,N,N
96014,1,A,A,A,A,A
96015,1,A,A,A,A,A
96017,1,A,A,A,A,A
96028,1,A,A,A,A,A
96037,1,A,A,A,U,A
96038,1,A,A,A,A,A
96040,1,A,A,A,A,A
96043,1,U,A,A,A,U/S
95981,1,A,A,A,A,A
95984,1,U,N,N,N,N
95988,1,A,A,A,A,A
95989,1,A,A,A,A,A
95992,1,A,A,A,A,A
96001,1,A,A,A,A,A
95963,1,A,A,A,A,A
95965,1,U,U/S,U,A,A
95924,1,A,A,A,A,A
95925,1,A,A,A,A,A
95925,2,U,N,N,N,N
95931,1,A,A,A,A,U
95948,1,A,A,A,A,A
95952,1,N,N,N,N,N
95956,1,U,A,A,U,U/S
95894,1,A,A,A,A,A
95895,1,A,A,A,A,A
95899,1,A,A,A,A,A
95904,1,U,A,A,A,U
95905,1,N,N,N,N,N
95906,1,A,A,A,U,A
95908,1,A,U,A,A,A
95910,1,A,A,A,A,A
95910,2,A,A,A,A,A
95912,1,A,A,A,A,A
95914,1,A,A,A,A,A
95918,1,A,A,A,A,A
95919,1,N,N,N,N,N
95849,1,A,A,A,A,A
95851,1,A,A,A,A,A
95866,1,U,U,A,U,A
95871,1,N,N,N,N,N
95872,1,A,A,A,A,U
95873,1,N,N,N,N,N
95877,1,U,N,N,N,N
95879,1,A,A,A,A,A
95882,1,A,A,A,A,A
95884,1,A,A,A,A,A
95820,1,A,A,A,A,A
95822,1,A,A,A,A,A
95824,1,A,A,A,A,A
95828,1,N,N,N,N,N
95831,1,A,A,A,A,A
95840,1,A,A,A,A,A
95845,1,A,A,A,A,A
95805,1,U,U,A,A,U
95816,1,U,A,U,U,A
95793,1,A,A,A,A,A
95796,1,A,A,A,A,A
95797,1,A,A,A,A,A
95758,1,A,A,A,A,A
95765,1,A,A,A,A,A
95766,1,A,A,A,A,U/S
95769,1,A,A,A,A,A
95772,1,A,A,A,A,A
95773,1,N,N,N,N,N
95697,1,A,A,A,A,A
95703,1,A,A,A,A,A
95706,1,U,N,N,N,N
95708,1,U,N,N,N,N
95711,1,U,N,N,N,N
95714,1,A,A,A,U,A
95720,1,A,A,A,A,A
95721,1,A,A,A,A,A
95723,1,A,A,A,A,A
95728,1,A,A,A,A,A
95731,1,A,A,A,A,A
95738,1,A,A,A,A,A
95740,1,A,A,A,A,A
95744,1,A,A,A,A,A
95671,1,A,A,A,A,A
95687,1,A,A,A,A,A
95689,1,A,A,A,A,A
95695,1,A,A,A,A,A
95696,1,A,A,A,A,A
95658,1,A,A,A,A,A
95661,1,A,U,A,A,A
95662,1,A,A,A,A,A
95667,1,N,N,N,N,N
95668,1,A,A,A,A,A
95630,1,A,A,A,A,A
95637,1,A,A,A,A,A
95643,1,A,A,A,A,A
95643,2,N,N,N,N,N
95646,1,A,A,A,A,A
95650,1,A,A,A,A,A
95608,1,A,A,A,A,A
95557,1,A,A,A,A,A
95560,1,N,N,N,N,N
95568,1,A,A,A,A,A
95569,1,A,A,A,A,A
95575,1,A,A,A,A,A
95577,1,A,A,A,A,A
95581,1,A,A,A,U,A
95583,1,A,A,A,U,A
95585,1,A,A,A,A,A
95591,1,N,N,N,N,N
95592,1,A,A,A,A,A
95597,1,N,N,N,N,N
95599,1,N,N,N,N,N
95535,1,A,A,A,A,A
95537,1,N,N,N,N,N
95539,1,U,A,A,A,A
95544,1,A,A,A,A,A
95550,1,N,N,N,N,N
95552,1,A,U,A,A,A
95553,1,A,A,A,U,A
95534,1,A,A,A,A,A
95533,1,U,U,A,A,U/S
95518,1,A,A,A,A,A
95522,1,A,A,A,A,A
95530,1,A,A,A,A,A
95474,1,A,A,A,A,U
95474,2,U,A,A,A,U/S
95478,1,N,N,N,N,N
95479,1,N,N,N,N,N
95484,1,A,A,A,A,A
95485,1,A,A,A,A,A
95488,1,A,A,A,A,A
95490,1,A,A,A,A,A
95493,1,A,A,A,U,A
95503,1,N,N,N,N,N
95508,1,N,N,N,N,N
95509,1,A,A,A,A,A
95512,1,A,A,A,A,A
95513,1,A,A,A,A,U
95443,1,A,A,A,A,A
95452,1,A,A,A,A,A
95453,1,A,A,A,U,A
95454,1,A,A,A,A,A
95455,1,N,N,N,N,N
95456,1,A,A,A,A,A
95457,1,A,A,A,A,A
95458,1,A,A,A,A,A
95459,1,A,A,A,A,A
95460,1,A,A,A,A,A
95464,1,A,A,A,A,A
95466,1,A,A,A,A,A
95468,1,N,N,N,N,N
95416,1,U,U/S,A,A,A
95425,1,A,A,A,A,A
95426,1,N,N,N,N,N
95434,1,A,A,A,A,A
95406,1,A,A,A,A,A
95377,1,U,U,A,U,A
95381,1,A,A,A,A,A
95383,1,N,N,N,N,N
95384,1,N,N,N,N,N
95388,1,N,N,N,N,N
95391,1,A,A,A,U,A
95394,1,N,N,N,N,N
95395,1,A,A,A,A,A
95337,1,A,A,A,A,A
95338,1,A,A,A,A,A
95345,1,A,A,A,A,A
95350,1,N,N,N,N,N
95354,1,U,A,A,A,U/S
95355,1,A,A,A,A,A
95359,1,A,A,A,A,A
95364,1,A,A,A,U,A
95323,1,N,N,N,N,N
95328,1,N,N,N,N,N
95332,1,N,N,N,N,N
95288,1,A,A,A,A,A
95289,1,N,N,N,N,N
95291,1,N,N,N,N,N
95292,1,A,A,A,A,A
95297,1,N,N,N,N,N
95299,1,N,N,N,N,N
95300,1,N,N,N,N,N
95303,1,N,N,N,N,N
95308,1,N,N,N,N,N
95310,1,A,A,A,A,A
95311,1,U,A,A,A,U/S
95313,1,N,N,N,N,N
95318,1,N,N,N,N,N
95246,1,A,A,A,A,A
95250,1,N,N,N,N,N
95251,1,U,A,A,A,U/S
95252,1,A,A,A,A,A
95253,1,A,A,A,A,A
95255,1,N,N,N,N,N
95259,1,A,A,A,A,A
95262,1,N,N,N,N,N
95264,1,N,N,N,N,N
95268,1,N,N,N,N,N
95216,1,U,N,N,N,N
95229,1,N,N,N,N,N
95234,1,N,N,N,N,N
95178,1,A,A,A,A,A
95183,1,N,N,N,N,N
95184,1,N,N,N,N,N
95185,1,N,N,N,N,N
95189,1,A,A,A,A,A
95190,1,A,A,A,U,A
95193,1,N,N,N,N,N
95194,1,A,A,A,A,A
95201,1,N,N,N,N,N
95205,1,N,N,N,N,N
95208,1,N,N,N,N,N
95209,1,N,N,N,N,N
95210,1,N,N,N,N,N
95166,1,A,A,A,U,A
95109,1,A,A,A,U,A
95111,1,N,N,N,N,N
95113,1,A,A,A,U,A
95118,1,N,N,N,N,N
95125,1,N,N,N,N,N
95134,1,A,A,A,A,A
95143,1,A,A,A,A,U
95148,1,A,A,A,A,A
95151,1,A,A,A,A,A
95158,1,N,N,N,N,N
95088,1,U,A,A,U,U
95090,1,A,A,A,A,A
95095,1,N,N,N,N,N
95097,1,N,N,N,N,N
95101,1,A,A,A,A,A
95101,2,N,N,N,N,N
95102,1,N,N,N,N,N
95106,1,N,N,N,N,N
95108,1,A,A,A,A,U
95072,1,A,A,A,A,A
95075,1,A,A,A,U,A
95083,1,A,A,A,A,U
95084,1,N,N,N,N,N
95037,1,U,N,N,N,N
95041,1,U,A,A,U,A
95044,1,U,N,N,N,N
95048,1,N,N,N,N,N
95050,1,N,N,N,N,N
95052,1,A,A,A,A,U
95054,1,U,N,N,N,N
95057,1,U,N,N,N,N
95066,1,N,N,N,N,N
95069,1,A,A,A,A,A
95016,1,A,A,A,A,A
95019,1,N,N,N,N,N
94981,1,N,N,N,N,N
94996,1,U,A,A,A,A
95000,1,N,N,N,N,N
95001,1,A,A,A,A,A
95002,1,A,A,A,A,A
95003,1,A,A,A,A,A
95008,1,A,A,A,U,A
95009,1,A,A,A,U,A
95011,1,A,A,A,U,A
94938,1,N,N,N,N,N
94939,1,A,A,A,A,A
94941,1,N,N,N,N,N
94942,1,N,N,N,N,N
94946,1,A,A,A,A,U
94948,1,A,A,A,U,A
94949,1,A,A,A,U,A
94959,1,N,N,N,N,N
94960,1,N,N,N,N,N
94962,1,N,N,N,N,N
94978,1,A,A,A,A,U
94979,1,A,A,A,A,A
94913,1,N,N,N,N,N
94914,1,A,A,A,A,A
94922,1,A,A,A,A,A
94899,1,N,N,N,N,N
94903,1,U,A,A,A,U/S
94909,1,A,U,A,A,A
94910,1,N,N,N,N,N
94912,1,N,N,N,N,N
94886,1,A,A,A,A,A
94882,1,A,A,A,A,A
94885,1,A,A,A,A,A
94838,1,U,A,A,A,A
94844,1,A,A,A,U,A
94845,1,U,N,N,N,N
94849,1,A,A,A,U,A
94850,1,A,A,A,A,A
94853,1,A,A,A,A,A
94859,1,U,N,N,N,N
94863,1,A,A,A,A,A
94865,1,A,A,A,A,A
94866,1,U,N,N,N,N
94867,1,A,A,A,A,A
94869,1,A,A,A,A,A
94876,1,A,A,A,A,A
94877,1,U,N,N,N,N
94785,1,U,N,N,N,N
94794,1,U,N,N,N,N
94802,1,U,A,A,A,A
94803,1,A,A,A,A,A
94805,1,N,N,N,N,N
94808,1,A,A,A,A,A
94812,1,U,N,N,N,N
94813,1,A,A,A,A,A
94822,1,U,A,A,A,U/S
94828,1,A,A,A,A,A
94772,1,U,A,A,A,A
94777,1,N,N,N,N,N
94778,1,N,N,N,N,N
94740,1,N,N,N,N,N
94741,1,A,A,A,A,A
94743,1,U,N,N,N,N
94748,1,A,A,A,A,A
94750,1,U,N,N,N,N
94706,1,N,N,N,N,N
94713,1,N,N,N,N,N
94714,1,A,A,A,A,A
94718,1,A,A,A,A,A
94721,1,A,A,A,A,A
94724,1,N,N,N,N,N
94726,1,A,A,A,A,A
94727,1,A,A,A,A,A
94657,1,N,N,N,N,N
94658,1,N,N,N,N,N
94664,1,N,N,N,N,N
94665,1,A,A,A,A,A
94668,1,N,N,N,N,N
94673,1,N,N,N,N,N
94682,1,A,A,A,A,A
94684,1,A,A,A,A,A
94690,1,A,A,A,A,A
94691,1,N,N,N,N,N
94635,1,A,A,U,A,A
94636,1,A,A,A,A,A
94637,1,A,A,A,A,A
94643,1,A,A,A,A,A
94627,1,A,A,A,A,A
94628,1,N,N,N,N,N
94630,1,A,A,A,A,U
94595,1,A,A,A,A,A
94607,1,U,A,A,A,U/S
94609,1,U,A,A,A,U
94610,1,U,N,N,N,N
94613,1,A,A,A,A,A
94554,1,A,A,A,A,A
94555,1,U,U/S,A,A,U
94562,1,A,A,A,A,A
94569,1,N,N,N,N,N
94571,1,N,N,N,N,N
94578,1,N,N,N,N,N
94580,1,A,A,A,A,A
94590,1,U,A,A,A,U/S
94591,1,A,A,A,A,A
94518,1,A,A,A,A,A
94524,1,A,A,A,A,A
94540,1,A,A,A,A,A
94541,1,A,A,A,A,A
94542,1,A,A,A,A,A
94547,1,A,A,A,A,A
94548,1,U,N,N,N,N
94506,1,U,A,A,A,U/S
94507,1,A,A,A,A,A
94516,1,A,A,A,A,A
94486,1,N,N,N,N,N
94498,1,A,A,A,A,A
94499,1,N,N,N,N,N
94433,1,N,N,N,N,N
94437,1,U,A,A,U/S,A
94439,1,U,A,A,U,U/S
94453,1,A,A,A,A,A
94456,1,A,A,A,A,A
94458,1,A,A,A,A,A
94461,1,A,A,A,A,A
94465,1,A,A,A,A,A
94470,1,N,N,N,N,N
94475,1,A,A,A,A,A
94476,1,A,A,A,A,A
94478,1,A,A,A,A,A
94405,1,A,A,A,A,A
94406,1,A,A,A,A,A
94407,1,N,N,N,N,N
94421,1,A,A,A,A,A
94424,1,A,A,A,A,A
94428,1,N,N,N,N,N
94378,1,A,A,A,A,A
94382,1,A,A,A,A,A
94394,1,A,A,A,A,A
94394,2,A,A,A,A,A
94350,1,A,A,A,A,A
94352,1,A,A,A,A,A
94356,1,N,N,N,N,N
94360,1,A,A,A,A,U
94370,1,A,A,A,A,A
94371,1,A,A,A,A,A
94374,1,A,A,A,U,A
94328,1,A,A,A,U,A
94339,1,A,A,A,U,A
94342,1,A,A,A,A,A
94346,1,A,A,A,A,A
94347,1,A,A,A,A,A
94348,1,N,N,N,N,N
94288,1,A,A,A,A,A
94290,1,A,A,A,A,A
94292,1,A,A,A,A,A
94305,1,N,N,N,N,N
94308,1,A,A,A,U,A
94309,1,A,A,A,A,A
94310,1,N,N,N,N,N
94312,1,N,N,N,N,N
94315,1,A,A,A,U,A
94317,1,N,N,N,N,N
94318,1,N,N,N,N,N
94320,1,U,A,A,A,U/S
94321,1,A,A,A,A,A
94322,1,A,A,A,A,A
94323,1,A,A,A,A,A
94263,1,A,A,A,U,A
94268,1,A,A,A,A,A
94269,1,A,A,A,A,A
94271,1,A,A,A,U,A
94274,1,A,A,A,A,A
94277,1,U,A,A,A,U/S
94278,1,A,A,A,A,A
94250,1,N,N,N,N,N
94237,1,A,A,A,A,A
94243,1,N,N,N,N,N
94199,1,U,A,A,A,A
94202,1,A,A,A,A,A
94203,1,U,A,A,A,U/S
94204,1,A,A,A,A,A
94205,1,A,A,A,A,A
94207,1,U,A,A,U,U/S
94208,1,A,A,A,U,A
94212,1,N,N,N,N,N
94216,1,A,A,A,A,A
94227,1,A,A,A,A,A
94174,1,N,N,N,N,N
94175,1,N,N,N,N,N
94182,1,A,A,A,A,A
94188,1,A,A,A,A,A
94190,1,N,N,N,N,N
94149,1,A,A,A,A,A
94157,1,A,A,A,A,A
94163,1,N,N,N,N,N
94169,1,A,A,A,A,A
94134,1,N,N,N,N,N
94137,1,A,A,A,A,U
94139,1,N,N,N,N,N
94147,1,N,N,N,N,N
94093,1,A,A,A,A,A
94094,1,U,N,N,N,N
94097,1,A,A,A,A,A
94099,1,A,A,A,A,A
94100,1,A,A,A,U,A
94102,1,A,A,A,A,U
94105,1,A,A,A,A,A
94111,1,A,A,A,A,A
94118,1,A,A,A,A,A
94120,1,U,N,N,N,N
94121,1,N,N,N,N,N
94129,1,A,A,A,A,A
94132,1,A,A,A,A,A
94049,1,A,A,A,A,U
94051,1,A,A,A,A,A
94052,1,A,A,A,A,A
94054,1,A,A,A,A,A
94059,1,N,N,N,N,N
94062,1,A,A,A,A,A
94064,1,A,A,A,A,A
94066,1,A,A,A,A,A
94067,1,A,A,A,A,A
94068,1,A,A,A,A,A
94071,1,U,A,A,U,U/S
94031,1,A,A,A,A,A
94034,1,A,U,A,A,A
94034,2,A,A,A,A,A
94042,1,U,A,A,A,A
93994,1,A,A,A,U,A
94004,1,N,N,N,N,N
94005,1,A,A,A,A,A
94006,1,A,A,A,A,A
94007,1,A,A,A,A,A
94011,1,A,A,A,A,A
94013,1,A,A,A,A,A
94014,1,A,A,A,U,A
94015,1,A,A,A,A,A
94018,1,A,A,A,A,A
94025,1,A,A,A,U,A
93982,1,A,A,A,A,A
93988,1,A,A,A,A,A
93949,1,U,N,N,N,N
93952,1,A,A,A,A,A
93952,2,A,A,A,A,A
93959,1,N,N,N,N,N
93960,1,A,A,A,A,U
93961,1,A,A,A,A,A
93970,1,A,A,A,A,A
93975,1,A,A,A,A,A
93910,1,U,N,N,N,N
93912,1,A,A,A,U,A
93916,1,A,A,A,A,A
93920,1,A,A,A,A,A
93927,1,N,N,N,N,N
93928,1,A,A,A,A,U
93932,1,U,A,A,U,U
93935,1,A,A,A,A,A
93942,1,A,A,A,A,A
93943,1,A,A,A,A,A
93947,1,A,A,A,A,A
93890,1,A,A,A,A,A
93892,1,A,A,A,A,A
93895,1,A,A,A,A,A
93899,1,A,A,A,A,A
93903,1,U,U,A,U,A
93860,1,N,N,N,N,N
93866,1,A,A,A,A,A
93877,1,U,N,N,N,N
93832,1,A,A,A,A,A
93840,1,N,N,N,N,N
93845,1,A,A,A,U,A
93846,1,A,A,A,A,A
93851,1,A,A,A,A,A
93852,1,A,A,A,A,A
93853,1,A,A,A,A,A
93856,1,A,A,A,A,A
93793,1,U,A,A,A,U/S
93794,1,A,A,A,A,A
93797,1,A,A,A,A,A
93800,1,N,N,N,N,N
93801,1,N,N,N,N,N
93809,1,A,A,A,A,A
93812,1,A,A,A,A,A
93813,1,A,A,A,A,A
93817,1,A,A,A,A,A
93821,1,A,A,A,A,A
93751,1,U,N,N,N,N
93752,1,A,A,A,A,A
93753,1,N,N,N,N,N
93755,1,U,A,A,U,A
93762,1,A,A,A,A,A
93764,1,A,A,A,A,A
93765,1,A,A,A,U,A
93776,1,A,A,A,A,U
93730,1,A,A,A,A,A
93733,1,A,A,A,A,A
93736,1,A,A,A,A,A
93742,1,U,A,A,A,U/S
93720,1,A,A,A,A,A
93684,1,A,A,A,U,A
93685,1,A,A,A,U,A
93693,1,N,N,N,N,N
93704,1,A,A,A,U,A
93705,1,A,A,A,U,A
93707,1,U,A,A,U/S,A
93639,1,N,N,N,N,N
93642,1,A,A,A,U,A
93643,1,N,N,N,N,N
93647,1,U,U,A,U,U/S
93654,1,N,N,N,N,N
93655,1,A,A,A,A,A
93658,1,A,N,N,N,N
93662,1,A,A,A,A,A
93677,1,A,A,A,A,A
93678,1,U,N,N,N,N
93633,1,A,A,A,A,A
93635,1,A,A,A,A,A
93638,1,A,A,A,A,A
93596,1,N,N,N,N,N
93600,1,A,A,A,A,A
93605,1,A,A,A,A,A
93606,1,U,A,A,U,U
93611,1,N,N,N,N,N
93613,1,U,U/S,A,A,A
93614,1,A,A,A,A,A
93623,1,A,A,A,A,U
93571,1,N,N,N,N,N
93572,1,A,A,A,A,U
93577,1,N,N,N,N,N
93578,1,A,A,A,A,A
93580,1,A,A,A,A,A
93589,1,A,A,A,A,A
93590,1,N,N,N,N,N
93534,1,A,A,A,A,A
93541,1,A,A,A,A,A
93543,1,N,N,N,N,N
93545,1,U,N,N,N,N
93548,1,A,A,A,A,A
93550,1,A,A,A,A,A
93559,1,U,A,A,U/S,A
93560,1,A,A,A,A,A
93563,1,U,N,N,N,N
93502,1,A,A,A,A,A
93502,2,A,A,A,A,A
93505,1,N,N,N,N,N
93507,1,A,A,A,A,A
93508,1,A,A,A,A,A
93514,1,A,A,A,A,A
93519,1,A,A,A,U,A
93522,1,A,A,A,A,A
93524,1,A,A,A,A,A
93525,1,A,A,A,A,A
93528,1,A,A,A,A,A
93476,1,A,A,A,A,A
93476,2,N,N,N,N,N
93477,1,N,N,N,N,N
93481,1,A,A,A,A,A
93425,1,A,A,A,A,A
93438,1,A,A,A,A,A
93445,1,A,A,A,A,A
93446,1,A,A,A,A,A
93460,1,A,A,A,A,A
93383,1,A,A,A,A,A
93387,1,A,A,A,A,A
93391,1,A,A,A,A,A
93392,1,A,A,A,A,A
93399,1,A,A,A,U,A
93404,1,N,N,N,N,N
93406,1,A,A,A,A,A
93407,1,A,A,A,U,A
93408,1,A,A,A,A,A
93413,1,N,N,N,N,N
93414,1,N,N,N,N,N
93415,1,A,A,A,A,A
93418,1,A,A,A,A,A
93376,1,A,A,A,A,A
93379,1,A,A,A,A,A
93305,1,A,A,A,A,A
93308,1,A,A,A,A,A
93310,1,A,A,A,A,A
93312,1,A,A,A,A,A
93317,1,N,N,N,N,N
93324,1,A,A,A,U,A
93326,1,N,N,N,N,N
93328,1,A,A,A,A,A
93331,1,A,A,A,A,A
93335,1,A,A,A,A,U
93336,1,A,A,A,A,A
93337,1,A,A,A,U,A
93285,1,N,N,N,N,N
93297,1,A,A,A,A,A
93227,1,N,N,N,N,N
93228,1,U,A,A,U,U/S
93229,1,A,A,A,A,A
93230,1,A,A,A,A,A
93232,1,A,A,A,A,A
93233,1,N,N,N,N,N
93244,1,A,A,A,A,A
93180,1,N,N,N,N,N
93182,1,A,A,A,A,A
93183,1,A,A,A,A,A
93194,1,A,A,A,A,A
93199,1,A,A,A,A,A
93200,1,A,A,A,A,A
93203,1,A,A,A,A,A
93205,1,A,A,A,A,A
93205,2,A,A,A,A,A
93214,1,A,A,A,A,A
93216,1,U,A,A,U,A
93218,1,A,A,A,A,U
93221,1,A,A,A,A,A
93168,1,A,A,A,A,A
93169,1,N,N,N,N,N
93170,1,A,A,A,A,A
93178,1,A,A,A,A,A
93219,1,A,A,A,A,U
93220,1,A,A,A,A,A
93166,1,N,N,N,N,N
93150,1,A,A,A,A,A
93157,1,N,N,N,N,N
93113,1,A,A,A,U,A
93120,1,A,A,A,A,A
93121,1,A,A,A,U,A
93124,1,A,A,A,A,A
93126,1,A,A,A,A,A
93128,1,A,A,A,U,A
93133,1,A,A,A,A,A
93143,1,U,N,N,N,N
93149,1,A,A,A,A,A
93099,1,A,A,A,A,A
93101,1,A,A,A,U,A
93111,1,A,A,A,A,A
93111,2,A,A,A,A,A
93077,1,A,U,A,A,A
93081,1,A,A,A,A,A
93082,1,A,A,A,A,A
93084,1,A,A,A,A,A
93085,1,A,A,A,U,A
93088,1,A,A,A,U,A
93090,1,A,A,A,U,A
93027,1,A,A,A,A,U
93028,1,N,N,N,N,N
93029,1,A,A,A,A,A
93031,1,A,A,A,U,A
93033,1,A,A,A,A,A
93034,1,A,A,A,A,A
93037,1,A,A,A,A,A
93039,1,A,A,A,A,A
93047,1,A,A,A,U,A
93051,1,A,A,A,A,A
93052,1,A,A,A,A,A
93062,1,A,A,A,A,A
93010,1,A,A,A,A,A
93017,1,A,A,A,A,A
93018,1,A,A,A,A,A
92972,1,A,A,A,U,A
92975,1,A,A,A,A,A
92977,1,A,A,A,A,A
92980,1,A,A,A,A,A
92983,1,A,A,A,A,A
92988,1,A,A,A,A,A
92989,1,A,U,A,A,A
92990,1,A,A,A,A,A
92994,1,A,A,A,A,A
92995,1,A,A,A,A,A
93002,1,U,N,N,N,N
92945,1,A,A,A,A,U
92955,1,N,N,N,N,N
92959,1,A,A,A,A,A
92959,2,N,N,N,N,N
92961,1,A,A,A,A,A
92903,1,A,A,U,A,A
92906,1,A,A,A,A,A
92907,1,A,A,A,A,A
92913,1,A,A,A,A,A
92920,1,U,A,U,U,A
92921,1,A,A,A,U,A
92926,1,U,A,A,A,U/S
92928,1,A,A,A,A,A
92932,1,A,A,A,A,A
92935,1,A,A,A,A,U
92937,1,A,A,A,A,A
92938,1,A,A,A,A,A
92875,1,N,N,N,N,N
92877,1,A,A,A,A,A
92882,1,N,N,N,N,N
92885,1,A,A,A,A,A
92817,1,A,A,A,A,A
92819,1,A,A,A,A,A
92821,1,A,A,A,A,A
92828,1,A,A,A,A,A
92828,2,A,A,A,A,A
92832,1,N,N,N,N,N
92838,1,A,A,A,A,A
92843,1,A,A,A,A,U
92855,1,N,N,N,N,N
92863,1,U,A,A,A,U/S
92790,1,A,A,A,A,A
92791,1,A,A,A,A,A
92794,1,A,A,A,A,U
92795,1,U,A,A,A,U/S
92796,1,A,A,A,A,A
92799,1,A,A,A,U,A
92800,1,A,A,A,A,A
92801,1,A,A,A,A,A
92803,1,A,A,A,A,A
92804,1,U,A,U,U,A
92811,1,A,A,A,U,A
92775,1,A,A,A,A,A
92779,1,A,A,A,A,A
92780,1,A,A,A,A,A
92786,1,N,N,N,N,N
92721,1,A,A,A,U,A
92723,1,A,A,A,A,A
92730,1,A,A,A,A,U
92733,1,A,A,A,U,A
92737,1,N,N,N,N,N
92740,1,A,A,A,A,A
92747,1,A,A,A,A,A
92756,1,A,A,A,A,A
92761,1,A,A,A,A,A
92763,1,A,A,A,A,A
92703,1,A,A,A,A,A
92706,1,A,A,A,A,A
92708,1,A,A,A,A,A
92714,1,A,A,A,A,A
92717,1,A,A,A,A,A
92668,1,A,A,A,A,A
92671,1,A,A,A,A,A
92676,1,A,A,A,A,A
92680,1,A,A,A,A,A
92681,1,A,A,A,A,A
92683,1,A,A,A,A,U
92689,1,A,A,A,A,A
92694,1,A,A,A,A,A
92696,1,A,A,A,U,A
92653,1,U,N,N,N,N
92653,2,U,A,A,A,A
92656,1,A,A,A,U,U/S
92659,1,A,A,A,A,U
92665,1,A,A,A,U,A
92641,1,A,A,A,U,A
92643,1,U,A,A,U,U
92644,1,A,A,A,A,A
92625,1,N,N,N,N,N
92574,1,A,A,A,A,A
92575,1,N,N,N,N,N
92576,1,A,A,A,U,A
92580,1,A,A,A,A,A
92582,1,A,A,A,A,A
92583,1,A,A,A,U,A
92589,1,A,A,A,A,A
92593,1,A,A,A,A,A
92596,1,A,A,A,A,A
92597,1,U,U,A,U,A
92598,1,A,A,A,U,A
92608,1,A,A,A,U,A
92610,1,A,A,A,A,A
92614,1,N,N,N,N,N
92619,1,A,A,A,A,A
92564,1,A,A,A,A,A
92567,1,A,A,A,A,A
92570,1,A,A,A,A,A
92512,1,A,A,A,U,A
92516,1,A,A,A,A,A
92530,1,U,U/S,A,U,A
92531,1,A,A,A,U,A
92534,1,A,A,A,A,A
92537,1,N,N,N,N,N
92542,1,A,A,A,A,A
92545,1,A,A,A,A,A
92549,1,A,A,A,U,A
92553,1,A,A,A,U,A
92497,1,A,A,A,A,A
92500,1,A,A,A,A,A
92507,1,A,A,A,A,A
92510,1,A,A,A,A,A
92473,1,A,A,A,A,A
92487,1,A,A,A,A,A
92432,1,A,A,A,U,A
92434,1,A,A,A,A,A
92436,1,N,N,N,N,N
92438,1,A,A,A,A,A
92451,1,A,A,A,A,A
92457,1,A,A,A,A,A
