InspectionID,PRNumber,PR Overall Condition,PR Litter,PR Graffiti,PR Amenities,PR Structural
100196,1,A,U,A,A,A
100197,1,A,A,A,A,A
100208,1,A,A,A,A,U
100209,1,A,A,A,A,A
100213,1,A,A,A,A,A
100156,1,A,A,A,A,U
100125,1,A,A,A,A,A
100126,1,A,A,A,A,A
100127,1,A,A,A,A,A
100130,1,A,A,A,A,A
100136,1,N,N,N,N,N
100139,1,A,A,A,A,A
100139,2,N,N,N,N,N
100140,1,U,A,A,A,U/S
100142,1,A,A,A,A,A
100100,1,N,N,N,N,N
100111,1,A,A,A,A,U
100112,1,A,A,A,A,U
100115,1,A,A,A,A,A
100116,1,A,A,A,A,A
100081,1,A,A,A,A,A
100082,1,A,A,A,A,A
100087,1,A,N,N,N,N
100089,1,A,A,A,A,A
100092,1,A,U,A,A,A
100095,1,A,A,A,A,A
100097,1,A,A,A,A,A
100062,1,A,A,A,A,A
100067,1,N,N,N,N,N
100068,1,A,U,A,A,A
100073,1,N,N,N,N,N
100074,1,A,A,A,A,A
100046,1,A,A,A,A,A
100047,1,N,N,N,N,N
100052,1,A,A,A,A,A
100054,1,N,N,N,N,N
100004,1,A,A,A,A,A
100009,1,U,N,N,N,N
100012,1,A,A,A,A,A
100015,1,A,A,A,A,A
100016,1,A,A,A,U,A
100018,1,N,N,N,N,N
100021,1,A,A,A,A,A
100027,1,A,A,A,A,A
100028,1,A,A,A,A,U
100034,1,A,A,A,U,A
100041,1,A,A,A,A,A
100042,1,N,N,N,N,N
100043,1,A,A,A,A,A
100044,1,A,A,A,A,A
99978,1,A,A,A,A,A
99991,1,A,A,A,A,A
99992,1,U,A,A,A,U/S
99998,1,A,A,A,A,A
100000,1,A,A,A,A,A
99971,1,A,A,A,A,A
99906,1,N,N,N,N,N
99908,1,N,N,N,N,N
99913,1,A,A,A,A,A
99916,1,A,A,A,A,A
99917,1,A,A,A,U,A
99922,1,A,A,A,U,A
99925,1,N,N,N,N,N
99927,1,A,A,A,A,A
99928,1,N,N,N,N,N
99930,1,A,A,A,A,A
99931,1,A,A,A,A,A
99932,1,N,N,N,N,N
99934,1,U,U/S,A,A,A
99935,1,A,A,A,A,A
99940,1,A,A,A,A,A
99942,1,A,A,A,A,A
99945,1,A,A,A,A,A
99951,1,A,A,A,U,A
99887,1,A,A,A,A,A
99891,1,A,A,A,A,A
99895,1,A,A,A,A,U
99896,1,U,A,A,A,U/S
99897,1,U,A,A,U,U/S
99901,1,A,A,A,A,A
99866,1,A,A,A,A,A
99867,1,A,A,A,A,A
99880,1,A,A,A,A,A
99882,1,A,A,A,U,A
99884,1,A,A,A,A,A
99820,1,A,A,A,A,U
99821,1,A,A,A,A,A
99826,1,A,A,A,A,A
99834,1,A,A,A,A,A
99837,1,U,U,A,A,U/S
99844,1,N,N,N,N,N
99851,1,N,N,N,N,N
99853,1,N,N,N,N,N
99856,1,A,A,A,A,A
99860,1,A,A,A,A,A
99769,1,N,N,N,N,N
99778,1,A,A,A,A,A
99782,1,A,A,A,A,A
99784,1,A,A,A,A,A
99785,1,N,N,N,N,N
99791,1,A,A,A,A,A
99805,1,A,A,A,A,A
99806,1,A,A,A,U,A
99807,1,A,A,A,A,A
99809,1,A,A,A,A,A
99752,1,A,A,A,A,A
99755,1,A,A,A,A,A
99760,1,A,A,A,A,A
99761,1,A,A,A,A,A
99763,1,A,A,A,A,A
99764,1,A,A,A,A,A
99765,1,A,A,A,A,A
99733,1,A,A,A,A,A
99672,1,A,A,A,A,A
99683,1,U,A,A,U,U/S
99694,1,A,A,A,A,A
99695,1,A,A,A,A,A
99696,1,A,A,A,A,A
99697,1,A,A,A,A,A
99699,1,U,N,N,N,N
99701,1,A,A,A,A,A
99703,1,A,A,A,A,A
99705,1,A,A,A,A,A
99713,1,N,N,N,N,N
99714,1,A,A,A,A,A
99716,1,N,N,N,N,N
99719,1,N,N,N,N,N
99653,1,U,N,N,N,N
99657,1,A,A,A,A,A
99658,1,A,A,A,A,A
99621,1,A,A,A,A,A
99625,1,A,A,A,A,A
99628,1,A,A,A,A,A
99630,1,A,A,A,A,A
99631,1,A,A,A,A,A
99632,1,A,A,A,A,A
99599,1,A,A,U,A,A
99605,1,A,A,A,U,A
99610,1,A,A,A,A,A
99611,1,A,A,A,A,A
99613,1,N,N,N,N,N
99574,1,A,A,A,U,A
99581,1,U,A,A,A,U/S
99584,1,N,N,N,N,N
99597,1,A,A,A,A,A
99598,1,A,A,A,A,A
99539,1,N,N,N,N,N
99541,1,A,A,A,A,A
99542,1,U,U/S,A,U,A
99544,1,A,A,A,U,A
99545,1,A,A,A,A,A
99546,1,A,A,A,A,U
99547,1,A,A,A,A,A
99553,1,U,N,N,N,N
99555,1,A,A,A,U,A
99557,1,N,N,N,N,N
99559,1,A,A,A,A,A
99560,1,N,N,N,N,N
99561,1,U,N,N,N,N
99565,1,A,A,A,A,A
99567,1,A,A,A,A,A
99568,1,A,A,A,A,A
99569,1,A,A,A,A,A
99570,1,U,N,N,N,N
99571,1,A,A,A,A,A
99497,1,A,A,A,U,A
99499,1,A,A,A,A,A
99504,1,A,A,A,A,A
99505,1,A,A,A,A,A
99517,1,A,A,A,A,A
99518,1,N,N,N,N,N
99519,1,A,A,A,A,A
99520,1,A,A,A,A,A
99524,1,N,N,N,N,N
99525,1,U,N,N,N,N
99527,1,N,N,N,N,N
99529,1,A,A,A,A,A
99533,1,A,A,A,A,A
99535,1,U,A,A,A,U/S
99481,1,A,A,A,A,A
99485,1,U,U,A,U,A
99487,1,A,A,A,A,A
99491,1,A,A,A,A,A
99448,1,A,A,A,A,A
99453,1,A,A,A,A,A
99459,1,A,A,A,A,A
99460,1,A,A,A,A,A
99461,1,A,A,A,A,A
99463,1,A,A,A,A,A
99469,1,A,A,A,A,A
99471,1,A,A,A,A,A
99472,1,A,A,A,A,A
99475,1,A,A,A,A,A
99424,1,A,A,A,A,A
99434,1,A,A,A,A,A
99434,2,U,N,N,N,N
99437,1,N,N,N,N,N
99438,1,A,A,A,A,A
99442,1,U,N,N,N,N
99447,1,A,A,A,A,A
99373,1,A,A,A,A,U
99374,1,U,A,U/S,U,A
99377,1,A,A,A,U,A
99378,1,U,U,A,U/S,A
99383,1,U,U/S,A,U,A
99388,1,A,A,A,A,A
99390,1,A,A,A,A,A
99391,1,A,A,A,A,A
99393,1,A,A,A,U,A
99404,1,A,A,A,A,A
99406,1,A,A,A,A,A
99407,1,A,A,A,A,A
99407,2,A,A,A,A,A
99412,1,U,N,N,N,N
99413,1,A,A,A,A,A
99414,1,A,A,A,U,A
99416,1,A,A,A,U,A
99417,1,A,A,A,A,A
99419,1,A,A,A,A,A
99420,1,A,A,A,A,A
99332,1,A,A,A,A,U
99338,1,U,A,A,A,U/S
99340,1,A,A,A,A,A
99349,1,A,A,A,A,A
99350,1,N,N,N,N,N
99355,1,A,A,A,A,A
99356,1,A,A,A,A,A
99357,1,A,A,A,A,A
99366,1,A,A,A,A,A
99367,1,A,A,A,A,A
99299,1,A,A,A,A,A
99303,1,A,A,A,A,A
99309,1,A,A,A,A,A
99311,1,A,A,A,A,A
99314,1,A,A,A,A,A
99315,1,A,A,A,U,A
99253,1,N,N,N,N,N
99254,1,A,A,A,A,A
99256,1,A,A,A,U,A
99263,1,A,A,A,U,A
99267,1,A,A,A,A,A
99268,1,N,N,N,N,N
99269,1,A,A,A,A,A
99273,1,A,A,A,U,A
99276,1,A,A,A,A,A
99283,1,U,N,N,N,N
99286,1,A,A,A,A,A
99292,1,A,A,A,A,A
99231,1,A,A,A,A,A
99235,1,A,A,A,A,A
99235,2,A,A,A,A,A
99236,1,A,A,A,A,A
99246,1,A,A,A,A,A
99212,1,N,N,N,N,N
99221,1,A,A,A,A,A
99222,1,A,A,A,A,A
99133,1,U,A,A,U,U/S
99136,1,A,A,A,A,A
99144,1,A,A,A,A,A
99145,1,A,A,A,A,A
99146,1,A,A,A,A,A
99148,1,A,A,A,A,A
99159,1,U,U/S,A,A,A
99164,1,A,A,A,A,A
99165,1,N,N,N,N,N
99166,1,A,A,A,A,A
99168,1,A,A,A,A,A
99173,1,A,A,A,U,A
99183,1,A,A,A,A,A
99184,1,A,A,A,A,A
99107,1,A,A,A,A,A
99109,1,A,A,A,A,A
99114,1,A,A,A,A,A
99115,1,A,A,A,U,A
99116,1,A,A,A,A,A
99117,1,A,A,A,A,U
99125,1,A,A,A,U,A
99126,1,A,A,A,A,A
99130,1,A,A,A,A,A
99131,1,U,N,N,N,N
99131,2,A,A,A,A,A
99093,1,A,A,A,A,A
99099,1,A,A,A,A,A
99102,1,A,A,A,U,A
99102,2,N,N,N,N,N
99078,1,N,N,N,N,N
99079,1,A,A,A,A,A
99083,1,A,A,A,A,A
99054,1,A,A,A,U,A
99055,1,A,A,A,A,A
99008,1,A,A,A,A,A
99016,1,A,A,A,U,A
99017,1,U,A,A,A,A
99021,1,A,A,A,A,A
99024,1,U,N,N,N,N
99025,1,A,A,A,A,A
99029,1,U,U,A,U,U
99031,1,U,A,A,A,U/S
99036,1,A,A,A,A,A
99037,1,A,A,A,A,A
99038,1,N,N,N,N,N
99039,1,U,A,A,A,U/S
99043,1,A,A,A,A,A
99045,1,A,A,A,A,A
99046,1,A,A,A,A,A
99050,1,N,N,N,N,N
98957,1,A,A,A,A,A
98962,1,A,A,A,A,A
98965,1,N,N,N,N,N
98974,1,A,A,A,A,A
98975,1,A,A,A,U,A
98977,1,U,A,A,A,U/S
98978,1,A,A,A,A,A
98980,1,A,A,A,A,A
98983,1,A,A,A,A,A
98991,1,U,A,A,U/S,A
98992,1,A,A,A,U,A
98993,1,A,A,A,A,A
98993,2,U,N,N,N,N
99002,1,A,A,A,A,A
99003,1,A,A,A,A,A
98936,1,A,A,A,A,A
98937,1,A,A,A,A,A
98941,1,A,A,A,A,A
98944,1,A,A,A,A,A
98946,1,A,A,A,A,A
98951,1,A,A,A,A,A
98953,1,A,A,A,A,A
98923,1,U,U/S,A,U,U
98924,1,A,A,A,A,A
98925,1,A,A,A,A,A
98927,1,A,A,A,A,A
98893,1,U,A,U,U,A
98894,1,A,A,U,A,A
98896,1,A,A,A,A,A
98897,1,A,A,A,A,A
98907,1,A,A,A,A,A
98910,1,A,A,A,A,A
98911,1,A,A,A,U,A
98913,1,A,A,A,A,A
98917,1,A,A,A,A,A
98917,2,A,A,A,A,A
98862,1,A,A,A,A,A
98863,1,A,A,A,A,A
98866,1,A,A,A,A,A
98872,1,N,N,N,N,N
98881,1,A,A,A,A,A
98849,1,A,A,A,U,A
98856,1,A,A,A,A,A
98857,1,A,A,A,A,A
98797,1,A,A,A,A,A
98800,1,A,A,A,A,A
98805,1,A,A,A,A,A
98807,1,A,A,A,A,A
98811,1,A,A,A,U,A
98812,1,A,A,A,U,A
98813,1,A,A,A,U,A
98816,1,U,N,N,N,N
98824,1,A,A,A,A,A
98837,1,A,A,A,A,A
98771,1,A,A,A,A,A
98773,1,A,A,A,U,A
98775,1,A,A,U,A,A
98776,1,A,A,A,A,A
98781,1,A,A,A,A,A
98784,1,A,A,A,U,A
98785,1,A,A,A,A,A
98791,1,N,N,N,N,N
98749,1,A,A,A,A,A
98758,1,A,A,A,A,A
98760,1,A,A,A,U,A
98765,1,A,A,A,U,A
98700,1,A,A,A,A,A
98710,1,U,A,A,U,U
98722,1,A,A,A,A,A
98726,1,A,A,A,A,U
98689,1,A,U,A,A,A
98690,1,A,A,A,A,A
98691,1,A,A,A,A,A
98694,1,A,A,A,A,A
98695,1,A,A,A,U,A
98674,1,A,A,A,A,U
98656,1,A,A,A,A,A
98657,1,A,A,A,A,A
98660,1,A,A,A,A,A
98663,1,A,A,A,A,A
98664,1,A,A,A,A,A
98604,1,A,A,A,U,A
98612,1,A,A,A,A,A
98613,1,A,A,A,U,A
98616,1,A,A,A,A,A
98626,1,A,A,A,U,A
98631,1,A,A,A,A,A
98632,1,A,A,A,A,A
98636,1,A,A,A,A,A
98637,1,A,A,A,A,A
98557,1,A,A,A,A,A
98559,1,A,A,A,A,A
98560,1,U,U/S,A,U,A
98567,1,U,U/S,A,U/S,A
98569,1,U,U/S,A,U,U/S
98570,1,U,A,A,U/S,A
98579,1,A,N,N,N,N
98580,1,A,A,A,U,A
98585,1,U,U/S,A,A,A
98596,1,U,A,A,A,U/S
98598,1,A,A,A,A,A
98551,1,A,A,A,U,A
98555,1,A,A,A,A,A
98522,1,A,A,A,A,A
98527,1,A,A,A,A,U
98534,1,A,A,A,A,A
98539,1,U,A,A,A,U/S
98540,1,A,A,A,A,A
98499,1,A,A,A,A,A
98503,1,A,A,A,U,A
98507,1,N,N,N,N,N
98508,1,U,U/S,A,U,U/S
98515,1,A,A,A,A,A
98453,1,A,A,A,U,A
98454,1,U,N,N,N,N
98458,1,U,A,A,U,U/S
98461,1,A,A,A,A,A
98463,1,A,A,A,A,A
98469,1,A,A,A,A,A
98471,1,U,A,A,U,U
98473,1,A,A,A,U,A
98474,1,A,A,A,A,A
98476,1,A,A,A,U,A
98488,1,U,A,A,A,U/S
98493,1,A,A,A,A,A
98494,1,A,A,A,U,A
98427,1,A,A,A,A,A
98430,1,A,A,A,A,A
98431,1,A,A,A,U,A
98434,1,A,A,A,A,A
98437,1,A,A,A,A,A
98438,1,A,A,A,A,A
98445,1,A,A,A,A,A
98447,1,A,A,A,A,A
98448,1,U,A,A,A,U/S
98450,1,A,A,A,A,A
98420,1,A,A,A,A,A
98421,1,A,A,A,A,U
98387,1,U,A,A,A,A
98389,1,A,A,A,A,A
98393,1,N,N,N,N,N
98395,1,A,A,A,A,A
98405,1,A,A,A,A,A
98340,1,A,A,A,A,A
98342,1,A,A,A,U,A
98352,1,U,N,N,N,N
98361,1,A,A,A,A,A
98369,1,A,A,A,A,A
98374,1,A,A,A,A,A
98375,1,A,A,A,A,A
98376,1,A,A,A,A,A
98384,1,A,A,A,A,A
98324,1,N,N,N,N,N
98325,1,A,A,A,A,A
98326,1,A,A,A,A,A
98332,1,U,A,A,A,U/S
98337,1,A,A,A,U,A
98302,1,A,A,A,A,A
98306,1,A,A,A,A,A
98308,1,A,A,A,A,A
98310,1,A,N,N,N,N
98311,1,U,A,A,U,U
98312,1,A,A,A,A,A
98313,1,A,A,A,A,A
98282,1,A,A,A,A,A
98288,1,A,A,A,A,A
98289,1,A,A,A,A,A
98292,1,A,A,A,A,A
98292,2,A,A,A,A,A
98241,1,A,A,A,A,A
98242,1,A,A,A,A,A
98250,1,A,A,A,A,A
98251,1,A,A,A,A,A
98252,1,A,A,A,U,A
98261,1,A,A,A,A,A
98264,1,A,A,A,A,A
98266,1,A,A,A,A,A
98268,1,A,A,A,A,A
98270,1,A,A,A,A,A
98271,1,A,A,A,A,A
98274,1,N,N,N,N,N
98213,1,A,A,A,A,A
98214,1,A,A,A,A,A
98215,1,A,A,A,A,A
98219,1,A,A,A,A,A
98233,1,A,A,A,A,A
98235,1,A,A,A,A,A
98236,1,N,N,N,N,N
98174,1,A,A,A,A,A
98179,1,A,A,A,U,A
98183,1,A,A,A,A,A
98184,1,U,N,N,N,N
98196,1,A,A,A,A,A
98199,1,A,A,A,A,A
98203,1,A,A,A,A,A
98160,1,A,A,A,A,A
98164,1,A,A,A,A,A
98168,1,N,N,N,N,N
98169,1,A,A,A,A,A
98149,1,A,A,A,A,A
98151,1,A,A,A,A,A
98108,1,N,N,N,N,N
98112,1,U,A,A,U,U/S
98116,1,N,N,N,N,N
98117,1,A,A,A,A,A
98123,1,A,A,A,A,A
98124,1,U,U/S,A,U,U
98131,1,A,A,A,A,A
98133,1,A,A,A,A,A
98134,1,A,A,A,U,A
98135,1,A,A,A,A,A
98152,1,A,A,A,U,A
98056,1,A,A,A,U,A
98061,1,U,N,N,N,N
98066,1,A,A,A,A,A
98068,1,A,A,A,A,A
98069,1,A,A,A,U,A
98072,1,A,A,A,A,A
98074,1,A,A,A,A,A
98075,1,A,A,A,U,A
98087,1,U,N,N,N,N
98090,1,A,A,A,A,A
98092,1,U,U/S,A,A,A
98026,1,A,A,A,A,A
98030,1,U,A,A,U,U/S
98032,1,A,A,A,U,A
98034,1,A,A,A,U,A
98045,1,A,A,A,A,A
98048,1,A,A,A,A,A
97996,1,A,A,A,A,A
97997,1,A,A,A,A,A
98003,1,A,U,A,A,A
98006,1,A,A,A,A,A
97948,1,A,A,A,A,A
97949,1,A,A,A,A,A
97953,1,A,A,A,A,A
97955,1,A,A,A,A,A
97956,1,A,A,A,A,A
97960,1,U,A,A,A,U/S
97962,1,A,A,A,A,A
97964,1,A,A,A,A,A
97966,1,A,A,A,A,A
97973,1,A,A,A,A,A
97974,1,A,A,A,A,A
97975,1,U,A,A,A,U/S
97981,1,A,A,A,A,A
97981,2,N,N,N,N,N
97983,1,A,A,A,A,A
97986,1,A,A,A,U,A
97988,1,A,A,A,A,A
97991,1,N,N,N,N,N
97923,1,N,N,N,N,N
97925,1,A,U,A,A,A
97929,1,A,A,A,A,A
97933,1,U,A,A,U,U/S
97938,1,A,A,A,U,A
97944,1,A,A,A,U,A
97946,1,A,A,A,U,A
97888,1,A,A,A,A,A
97889,1,A,A,A,A,A
97890,1,U,A,A,U,U
97894,1,A,A,A,A,A
97899,1,U,U/S,A,U,U/S
97904,1,U,A,A,U/S,A
97868,1,U,A,A,A,U/S
97871,1,A,A,A,A,A
97877,1,A,A,A,A,A
97877,2,A,A,A,A,A
97880,1,U,N,N,N,N
97881,1,A,A,A,A,A
97885,1,N,N,N,N,N
97832,1,A,A,A,A,A
97844,1,A,A,A,U,A
97845,1,A,A,A,A,A
97845,2,A,A,A,A,A
97846,1,A,A,A,A,A
97850,1,A,A,A,A,A
97855,1,A,A,A,A,A
97786,1,A,A,A,A,A
97793,1,A,A,A,A,A
97801,1,A,A,A,U,A
97803,1,N,N,N,N,N
97805,1,A,A,A,A,A
97810,1,A,A,A,A,A
97811,1,A,A,A,A,A
97817,1,A,A,A,U,A
97818,1,A,A,A,A,A
97828,1,A,A,A,A,A
97772,1,N,N,N,N,N
97777,1,A,A,A,A,A
97779,1,U,U/S,A,A,A
97754,1,A,A,A,U,A
97755,1,A,A,A,U,A
97757,1,A,A,A,A,A
97761,1,A,A,A,A,A
97763,1,U,A,A,U,U
97764,1,A,A,A,A,A
97705,1,A,A,A,A,A
97706,1,N,N,N,N,N
97708,1,U,A,A,A,A
97720,1,A,A,A,A,A
97721,1,U,A,A,U,U/S
97725,1,U,A,A,U/S,A
97726,1,A,A,A,A,A
97729,1,A,A,A,A,A
97730,1,N,N,N,N,N
97743,1,A,A,A,A,A
97744,1,A,A,A,A,A
97747,1,A,A,A,A,A
97749,1,A,A,A,A,A
97751,1,A,A,A,A,A
97685,1,A,A,A,A,A
97649,1,N,N,N,N,N
97650,1,U,A,A,U/S,A
97652,1,A,A,A,A,A
97654,1,A,A,A,U,A
97655,1,A,A,A,A,A
97658,1,A,A,A,A,A
97660,1,U,U/S,A,U,U
97669,1,A,A,A,A,A
97671,1,A,A,A,A,A
97672,1,U,A,A,U/S,A
97679,1,A,A,A,A,A
97640,1,A,A,A,A,A
97645,1,A,A,A,A,A
97636,1,A,A,A,A,A
97607,1,A,A,A,A,A
97619,1,A,A,A,A,A
97620,1,U,A,A,A,U/S
97621,1,N,N,N,N,N
97573,1,A,A,A,A,A
97574,1,U,N,N,N,N
97582,1,U,A,A,A,U/S
97601,1,A,A,A,A,A
97520,1,A,A,A,A,A
97524,1,N,N,N,N,N
97525,1,N,N,N,N,N
97526,1,A,A,A,A,A
97527,1,A,A,A,A,U
97530,1,A,A,A,A,A
97535,1,A,A,A,A,A
97540,1,A,A,A,A,A
97541,1,A,A,A,A,A
97542,1,U,N,N,N,N
97543,1,A,A,A,A,A
97553,1,A,A,A,A,A
97558,1,A,A,A,A,U
97559,1,A,A,A,A,A
97504,1,U,A,A,U,U/S
97459,1,N,N,N,N,N
97469,1,A,A,A,A,A
97470,1,A,A,A,U,A
97473,1,A,A,A,U,A
97478,1,U,A,A,U/S,A
97480,1,A,A,A,A,A
97486,1,A,A,A,A,A
97489,1,A,A,A,A,A
97493,1,A,A,A,A,A
97437,1,A,A,A,A,A
97440,1,A,A,A,A,A
97448,1,N,N,N,N,N
97451,1,A,A,A,A,A
97427,1,A,A,A,A,A
97430,1,A,A,A,A,A
97433,1,A,A,A,A,A
97434,1,A,A,A,A,A
97436,1,A,A,A,A,A
97387,1,A,A,A,A,A
97388,1,U,A,A,A,U/S
97390,1,N,N,N,N,N
97394,1,A,A,A,U,A
97401,1,U,A,A,U,U
97402,1,A,U,A,A,A
97403,1,U,A,U,A,U
97404,1,A,A,A,A,A
97411,1,A,A,A,A,U
97414,1,A,A,A,A,A
97416,1,A,A,A,A,A
97421,1,A,A,A,A,A
97378,1,A,A,A,A,A
97379,1,A,A,A,A,A
97368,1,A,A,A,A,A
97371,1,A,A,A,A,A
97316,1,A,A,A,U,A
97317,1,U,N,N,N,N
97324,1,A,A,A,U,A
97326,1,A,A,A,A,A
97330,1,A,A,A,A,A
97333,1,A,A,A,A,A
97334,1,A,A,A,A,A
97335,1,N,N,N,N,N
97339,1,A,A,A,A,A
97341,1,U,U/S,A,A,A
97349,1,A,A,A,U,A
97356,1,A,A,A,A,A
97360,1,A,A,A,A,A
97361,1,U,N,N,N,N
97284,1,N,N,N,N,N
97286,1,U,A,A,U,U/S
97293,1,A,A,A,A,A
97297,1,U,N,N,N,N
97298,1,A,A,A,A,A
97299,1,A,A,A,A,A
97307,1,A,A,A,A,A
97311,1,N,N,N,N,N
97250,1,A,A,A,A,A
97251,1,A,A,A,U,A
97262,1,A,A,A,A,A
97263,1,A,A,A,A,A
97268,1,A,A,A,A,A
97270,1,U,A,U,U,U
97270,2,U,U/S,U/S,U,U
97271,1,A,A,A,U,A
97271,2,U,U/S,A,A,A
97234,1,A,A,A,U,A
97236,1,A,A,A,A,A
97246,1,A,A,A,U,A
97215,1,A,A,A,A,A
97216,1,A,A,A,A,A
97220,1,A,A,A,A,U
97221,1,A,A,A,A,A
97173,1,U,U/S,A,A,A
97180,1,A,A,A,A,A
97181,1,A,A,A,A,A
97182,1,A,A,A,A,A
97184,1,A,A,A,A,A
97186,1,N,N,N,N,N
97189,1,A,A,A,A,A
97190,1,U,A,A,A,U/S
97191,1,U,U/S,A,U,A
97198,1,A,A,A,U,A
97200,1,A,A,A,A,A
97202,1,A,A,A,A,A
97203,1,A,A,A,A,A
97207,1,U,A,A,U/S,U/S
97209,1,U,A,A,A,U/S
97212,1,A,A,A,U,A
97129,1,A,A,A,U,A
97132,1,A,A,A,A,A
97149,1,A,A,A,A,A
97152,1,A,A,A,A,A
97156,1,A,A,A,A,A
97159,1,A,A,A,A,A
97163,1,A,A,A,A,A
97170,1,A,A,A,A,A
97115,1,A,A,A,A,A
97116,1,A,A,A,A,A
97122,1,A,A,A,A,A
97122,2,N,N,N,N,N
97100,1,A,A,A,A,A
97101,1,A,A,A,A,A
97103,1,N,N,N,N,N
97055,1,U,A,A,U,U/S
97058,1,A,A,A,A,A
97059,1,A,A,A,A,A
97061,1,A,A,A,A,A
97062,1,U,N,N,N,N
97074,1,N,N,N,N,N
97075,1,A,A,A,A,A
97086,1,A,A,A,A,A
97089,1,U,A,A,U,A
97090,1,A,U,A,A,A
97093,1,A,A,A,U,A
97035,1,A,A,A,A,A
97036,1,A,A,A,A,A
97040,1,A,A,A,A,A
97043,1,A,A,A,A,A
97046,1,U,U/S,A,U,A
97050,1,A,A,A,A,A
96998,1,A,A,A,A,A
97006,1,A,A,A,A,A
97015,1,U,A,A,U,U/S
96978,1,A,A,A,A,A
96980,1,A,A,A,A,A
96985,1,A,A,A,A,U
96991,1,A,A,A,A,A
96993,1,A,A,A,A,A
96994,1,A,A,A,A,U
96997,1,A,A,A,U,A
96952,1,A,A,A,A,A
96956,1,A,A,A,A,A
96957,1,N,N,N,N,N
96959,1,A,A,A,U,A
96962,1,A,A,A,A,A
96967,1,A,A,A,A,A
96974,1,A,A,A,A,A
96904,1,A,A,A,A,A
96908,1,A,A,A,U,A
96909,1,A,A,A,A,A
96910,1,N,N,N,N,N
96917,1,A,A,A,A,A
96919,1,A,A,A,A,A
96920,1,A,A,A,A,A
96923,1,A,A,A,U,A
96932,1,A,A,A,A,A
96936,1,A,A,A,A,A
96939,1,A,A,A,A,A
96941,1,A,A,A,A,A
96945,1,A,A,A,A,A
96947,1,A,A,A,A,A
96949,1,A,A,A,A,A
96863,1,U,N,N,N,N
96867,1,A,A,A,U,A
96871,1,N,N,N,N,N
96874,1,A,A,A,A,U
96879,1,A,A,A,A,A
96881,1,N,N,N,N,N
96885,1,A,A,A,A,A
96888,1,A,A,A,U,A
96889,1,A,A,A,U,A
96890,1,N,N,N,N,N
96891,1,A,A,A,A,A
96895,1,N,N,N,N,N
96898,1,A,A,A,A,A
96847,1,A,A,A,A,A
96848,1,A,A,A,A,A
96856,1,A,A,A,U,A
96860,1,A,A,A,A,A
96829,1,A,A,A,A,A
96832,1,A,A,A,A,A
96835,1,A,A,A,A,A
96836,1,A,A,A,A,A
96841,1,A,A,A,A,A
96843,1,A,A,A,U,A
96816,1,A,A,A,A,A
96817,1,A,A,A,A,A
96819,1,A,A,A,A,A
96825,1,A,A,A,A,A
96826,1,A,A,A,A,A
96827,1,A,A,A,A,A
96828,1,A,A,A,A,A
96779,1,A,A,A,U,A
96781,1,U,A,A,A,U/S
96784,1,A,A,A,A,A
96786,1,A,A,A,U,A
96799,1,A,A,A,A,A
96806,1,A,A,A,U,A
96812,1,A,A,A,A,A
96768,1,U,A,A,A,U/S
96728,1,A,A,A,A,U
96731,1,A,A,A,A,A
96733,1,A,A,A,A,U
96738,1,A,A,A,A,A
96742,1,A,A,A,A,A
96748,1,N,N,N,N,N
96757,1,A,A,A,A,A
96758,1,A,A,A,A,A
96760,1,A,A,A,A,A
96713,1,U,U/S,A,A,A
96715,1,A,A,A,A,A
96720,1,A,A,A,A,A
96726,1,A,A,A,A,A
96672,1,A,A,A,A,A
96677,1,A,A,A,A,A
96683,1,A,A,A,U,A
96685,1,A,A,A,A,A
96692,1,A,A,A,U,A
96697,1,U,U/S,A,U,A
96654,1,A,A,A,A,A
96665,1,A,A,A,A,A
96665,2,A,A,A,U,A
96666,1,A,A,A,A,A
96667,1,A,A,A,A,A
96638,1,A,A,A,U,A
96639,1,A,A,A,A,U
96653,1,A,A,A,A,A
96586,1,A,A,A,A,A
96587,1,A,A,A,A,A
96594,1,A,A,A,A,A
96603,1,A,A,U,A,A
96608,1,A,A,A,A,A
96609,1,A,A,A,U,A
96610,1,A,A,A,A,A
96612,1,A,A,A,U,A
96615,1,A,A,A,A,A
96619,1,A,A,A,A,A
96622,1,A,A,A,A,A
96624,1,A,A,A,A,A
96629,1,N,N,N,N,N
96569,1,A,A,A,A,A
96550,1,A,A,A,A,A
96560,1,A,A,A,A,A
96564,1,A,A,A,A,A
96565,1,A,A,A,A,A
96503,1,A,A,A,A,A
96505,1,A,A,A,A,A
96517,1,A,A,A,U,A
96517,2,N,N,N,N,N
96534,1,A,A,A,A,A
96537,1,A,A,A,A,A
96540,1,N,N,N,N,N
96483,1,N,N,N,N,N
96484,1,A,A,A,A,A
96486,1,A,U,A,A,A
96488,1,A,A,A,A,A
96489,1,A,A,A,A,A
96497,1,A,A,A,A,A
96470,1,A,A,A,A,A
96473,1,A,A,A,A,A
96475,1,A,A,A,U,A
96478,1,A,A,A,A,A
96480,1,A,A,A,A,A
96481,1,A,A,A,A,A
96442,1,A,A,A,A,A
96444,1,A,A,A,A,A
96446,1,A,A,A,U,A
96454,1,A,A,A,A,A
96458,1,A,A,A,A,A
96459,1,A,A,A,A,A
96463,1,A,A,A,A,A
96429,1,A,A,A,A,U
96431,1,A,A,A,A,A
96389,1,A,A,A,A,A
96392,1,A,A,A,A,A
