prop_name,category,boro,rated,year,season,round,prop_location,visitor_count,pr_litter,pr_overall_condition
Silver Lake Park,Small Park,Staten Island,Yes,2018,Fall,5,"Victory Blvd., Clove Rd., Forest Ave.",2,A,A
Pelham Bay Park,Small Park,Bronx,Yes,2018,Fall,5,"Bruckner Blvd, Eastchester, Hutchinson",0,A,A
Sol Lain Plgd,Small Park,Manhattan,Yes,2018,Fall,5,"E. Broadway, Henry St., Gouverneur St.",3,A,A
Leif Ericson Park,Small Park,Brooklyn,Yes,2018,Fall,5,"67 St., 66 St. bet. 4 Ave. and Ft. Hamilton Pkwy.",65,A,A
Carver Playground,Small Park,Brooklyn,Yes,2018,Fall,5,Sumpter St. to Marion St. between Howard Ave. and Ralph Ave.,3,A,A
Raymond Bush Playground,Small Park,Brooklyn,Yes,2018,Fall,5,Marcus Garvey Blvd. bet. Monore St. and Madison St.,5,A,A
Flushing Meadows Corona Park,Large Park,Queens,Yes,2018,Fall,5,"Grand Central Pkwy, Van Wyck Exwy",45,U,A
Franklin D. Roosevelt Boardwalk and Beach,Large Park,Staten Island,Yes,2018,Fall,5,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",15,A,A
Randall's Island Park,Large Park,Manhattan,Yes,2018,Fall,5,East River and Harlem River,2,A,A
Red Hook Recreation Area,Large Park,Brooklyn,Yes,2018,Fall,5,"Halleck St., Bush St. bet. Otsego St. and Court St.",10,A,A
Flushing Meadows Corona Park,Large Park,Queens,Yes,2018,Fall,5,"Grand Central Pkwy, Van Wyck Exwy",37,A,A
St. Catherine's Park,Small Park,Manhattan,Yes,2018,Fall,5,"1 Ave., bet. E. 67 St. To E. 68 St.",45,N,N
Flushing Meadows Corona Park,Large Park,Queens,Yes,2018,Fall,5,"Grand Central Pkwy, Van Wyck Exwy",11,A,A
Prospect Park,Large Park,Brooklyn,Yes,2018,Fall,5,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",60,U,U
Prospect Park,Large Park,Brooklyn,Yes,2018,Fall,5,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",60,A,U
Twenty-Four Sycamores Park,Small Park,Manhattan,Yes,2018,Fall,5,"FDR Dr., E. 60 St. To E. 61 St. and York Ave.",45,A,A
Crotona Park,Small Park,Bronx,Yes,2018,Fall,5,"Crotona Park North to South, Fulton Av to Southern Blvd and Crotona Park East",1,A,U
Greenpoint Playground,Small Park,Brooklyn,Yes,2018,Fall,5,Franklin St. bet. Commerical St. and Dupoint St.,17,A,A
Christopher J. Igneri Playground,Small Park,Staten Island,Yes,2018,Fall,5,"Schmidts La., Manor Rd. and Laguardia Ave.",5,A,A
Old Town Playground,Small Park,Staten Island,Yes,2018,Fall,5,Parkinson Ave. at Kramer St.,3,A,A
Beach 30th Street Playground,Small Park,Queens,Yes,2018,Fall,5,Rockaway Boardwalk bet. B. 32 St and B. 28 St.,0,A,A
Hallets Cove Playground,Small Park,Queens,Yes,2018,Fall,5,"Vernon Blvd., Main Ave. to Astoria Blvd., 1 St.",10,A,A
Ethan Allen Playground,Small Park,Brooklyn,Yes,2018,Fall,5,Wortman Ave. between Vermont St. and New Jersey Ave.,40,N,N
Dutch Kills Playground,Small Park,Queens,Yes,2018,Fall,5,"28 St., Crescent St. bet. 37 Ave. and 36 Ave.",60,N,N
Sperandeo Brothers Playground,Small Park,Brooklyn,Yes,2018,Fall,5,"Atlantic Ave., Cleveland St. and Liberty Ave.",36,A,A
City Line Park,Small Park,Brooklyn,Yes,2018,Fall,5,Atlantic Ave. bet. Fountain Ave. and N. Conduit Ave.,8,N,N
Seaside Playground,Small Park,Queens,Yes,2018,Fall,5,Rockaway Beach Blvd. bet. Beach 110 St. and Beach 109 St.,0,A,A
Beach 9 Playground,Small Park,Queens,Yes,2018,Fall,5,Seagirt Blvd bet. B. 12 St. and B. 9 St.,0,N,N
Central Park,Large Park,Manhattan,Yes,2018,Fall,4,"5 Av To Central Park W, 59 St To 110 St",255,A,A
Fort Washington Park,Large Park,Manhattan,Yes,2018,Fall,4,"Riverside Dr., Hudson River, W. 155 St. to Dyckman St.",25,A,A
Pelham Bay Park,Large Park,Bronx,Yes,2018,Fall,4,"Bruckner Blvd, Eastchester, Hutchinson",20,A,U
Pelham Bay Park,Large Park,Bronx,Yes,2018,Fall,4,"Bruckner Blvd, Eastchester, Hutchinson",0,A,A
Van Cortlandt Park,Large Park,Bronx,Yes,2018,Fall,4,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",11,A,A
Forest Park,Large Park,Queens,Yes,2018,Fall,4,"Myrtle Ave, Union Tpke, Park Lane S",4,A,A
McGuire Fields,Large Park,Brooklyn,Yes,2018,Fall,4,"Ave Y., Bergen Ave. bet. Ave. V and Belt Pkwy.",NA,A,A
Prospect Park,Large Park,Brooklyn,Yes,2018,Fall,4,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",40,A,A
Prospect Park,Large Park,Brooklyn,Yes,2018,Fall,4,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",40,A,A
Alley Park,Small Park,Queens,Yes,2018,Fall,4,67 Ave. bet. 230 St. and 233 St.,80,A,A
Dyker Beach Park,Small Park,Brooklyn,Yes,2018,Fall,4,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",15,A,A
Pena Herrera Playground,Small Park,Brooklyn,Yes,2018,Fall,4,3 Ave. bet. 47 St. and 46 St.,25,A,A
Coffey Park,Small Park,Brooklyn,Yes,2018,Fall,4,Verona St. bet. Richard St. and Dwight St.,5,A,A
Cooper Park,Small Park,Brooklyn,Yes,2018,Fall,4,"Maspeth Ave., Sharon St. bet. Olive St. and Morgan Ave.",6,A,A
Carroll Park,Small Park,Brooklyn,Yes,2018,Fall,4,"Court St., Smith St., bet. Carroll St. and President St.",105,A,A
De Hostos Playground,Small Park,Brooklyn,Yes,2018,Fall,4,Harrison Ave. between Walton St. and Lorimer St.,35,N,N
Alfred E. Smith Playground,Small Park,Manhattan,Yes,2018,Fall,4,"Catherine Slip, Madison St. and South St.",50,N,U
Quarry Ballfields,Small Park,Bronx,Yes,2018,Fall,4,"E. 181 St., Oak Tree Pl. bet. Quarry Rd. and Hughes Ave.",3,A,A
Saratoga Park,Small Park,Brooklyn,Yes,2018,Fall,4,Halsey St. bet. Howard Ave. and Saratoga Ave.,42,A,A
Imagination Playground,Small Park,Manhattan,Yes,2018,Fall,4,"Front St., John St., and South St.",2,N,U
Marc And Jason's Playground,Small Park,Brooklyn,Yes,2018,Fall,4,"Sterling St., Empire Blvd., New York Ave., Nostrand Ave.",20,A,A
Fort Greene Park,Large Park,Brooklyn,Yes,2018,Fall,4,"Myrtle Ave., De Kalb Ave. bet. Washington Park and St. Edward's St.",70,A,N
McCarren Park,Large Park,Brooklyn,Yes,2018,Fall,4,"Nassau Ave, Bayard, Leonard & N 12 Sts",30,A,A
McCarren Park,Large Park,Brooklyn,Yes,2018,Fall,4,"Nassau Ave, Bayard, Leonard & N 12 Sts",200,A,N
Moore Playground,Small Park,Manhattan,Yes,2018,Fall,4,Madison Ave. bet. E. 130 St. and E. 131 St.,3,N,N
The Painter's Playground,Small Park,Queens,Yes,2018,Fall,4,Alderton St. bet. Dieterle Cr. and Ellwell Cr.,4,A,A
Marine Park,Small Park,Brooklyn,Yes,2018,Fall,4,"Flatbush, Gerritsen & Fillmore Aves, Jamaica Bay",5,A,U
Breukelen Ballfields,Small Park,Brooklyn,Yes,2018,Fall,4,"Louisiana Ave., Stanley Ave., Flatlands Ave., Williams Ave.",15,A,A
100% Playground,Small Park,Brooklyn,Yes,2018,Fall,4,Glenwood Rd. between E. 100 St. and E. 101 St.,15,A,A
Stanley Isaacs Playground,Small Park,Manhattan,Yes,2018,Fall,4,"FDR Dr., E. 95 St. To E. 97 St.",60,A,A
Franklin D. Roosevelt Boardwalk and Beach,Large Park,Staten Island,Yes,2018,Fall,4,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",55,A,A
Astoria Heights Playground,Small Park,Queens,Yes,2018,Fall,4,30 Rd. bet. 45 St. and 46 St.,3,A,A
Macombs Dam Park,Large Park,Bronx,Yes,2018,Fall,4,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.",15,A,A
Spirit Playground,Small Park,Queens,Yes,2018,Fall,4,36 Ave bet. 9 St. and 10 St.,2,A,A
Astoria Park,Small Park,Queens,Yes,2018,Fall,4,19 St. bet. Astoria Park S. and Ditmars Blvd.,2,N,N
Vinmont Veteran Park,Small Park,Bronx,Yes,2018,Fall,4,W. 254 St. bet. Riverdale Ave. and Mosholu Ave.,NA,A,A
Grove Hill Playground,Small Park,Bronx,Yes,2018,Fall,4,E 158 st bet. Eagle Av and Caildwell Av,25,A,A
Marconi Park,Small Park,Queens,Yes,2018,Fall,4,"157 St., 155 St. bet. 108 Ave. and 109 Ave.",8,A,A
Howard Von Dohlen Playground,Small Park,Queens,Yes,2018,Fall,4,"91 Ave., Archer Ave. bet. 138 Pl. and 138 St.",4,A,A
Frank Golden Park,Small Park,Queens,Yes,2018,Fall,4,14 Rd. bet. 132 St. and 138 St.,NA,N,U
Rockaway Beach Boardwalk,Large Park,Queens,Yes,2018,Fall,4,Shore Front Pkwy. bet. Beach 109 St. and B. 73 St.,25,A,A
Pomonok Playground,Small Park,Queens,Yes,2018,Fall,4,"Kissena Blvd., 155 St. bet. 65 Ave. and Melbourne Ave.",NA,A,A
East River Waterfront Esplanade,Large Park,Manhattan,Yes,2018,Fall,4,FDR Drive bet. Broad St. and Clinton St.-Pier 36,337,A,A
Paerdegat Park,Small Park,Brooklyn,Yes,2018,Fall,4,"Albany Ave., E. 40 St. bet. Farragut Rd. and Foster Ave.",20,A,A
Kennedy King Playground,Small Park,Brooklyn,Yes,2018,Fall,4,"E. 93 St. to E. 94 St., between Lenox Rd. and Clarkson Ave.",4,A,A
Augustus St. Gaudens Playground,Small Park,Manhattan,Yes,2018,Fall,4,"2 Ave., E. 19 St. To E. 20 St.",9,A,A
Carl Schurz Park,Small Park,Manhattan,Yes,2018,Fall,4,"East End Av To East River, E 84 St To E 90 St",3,A,A
Marie Curie Playground,Small Park,Queens,Yes,2018,Fall,4,"46 Ave., 46 Rd. bet. Oceania St. and 211 St.",1,A,A
American Playground,Small Park,Brooklyn,Yes,2018,Fall,4,Franklin St. bet. Milton St. and Noble St.,5,A,A
Telephone Playground,Small Park,Queens,Yes,2018,Fall,4,75 Ave. bet. Bell Blvd. and 217 St.,0,A,A
Story Playground,Small Park,Bronx,Yes,2018,Fall,4,Story Ave. bet. Taylor Ave. and Thieriot Ave.,0,A,A
Union Square Park,Small Park,Manhattan,Yes,2018,Fall,4,"Broadway To 4 Ave., E 14 St. To E 17 St.",500,A,U
De Witt Clinton Park,Small Park,Manhattan,Yes,2018,Fall,4,"W. 52 St. To W. 54 St., 11 Ave. To 12 Ave.",40,A,A
Riverside Park,Small Park,Manhattan,Yes,2018,Fall,4,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",0,A,A
Maria Hernandez Park,Large Park,Brooklyn,Yes,2018,Fall,4,"Irving Ave., Knickerbocker Ave. bet. Starr St. and Suydam St.",50,U,U
Woods Playground,Small Park,Brooklyn,Yes,2018,Fall,4,"Bergen St., Utica Ave., Rochester Ave., St Mark's Ave.",20,U,A
Cunningham Park,Small Park,Queens,Yes,2018,Fall,4,"Horace Harding Expwy, Grand Central Pkwy",0,A,A
Cunningham Park,Large Park,Queens,Yes,2018,Fall,4,"Horace Harding Expwy, Grand Central Pkwy",80,A,U
Captain Tilly Park,Large Park,Queens,Yes,2018,Fall,4,"Highland Ave., 85 Ave. bet. 165 St. and Chapin Pkwy.",55,A,A
Barretto Point Park,Small Park,Bronx,Yes,2018,Fall,4,Viele Ave. bet. Tiffany St. and Barretto St.,5,A,A
Murray Playground,Small Park,Queens,Yes,2018,Fall,4,"45 Ave., 45 Rd. bet. 11 St. and 21 St.",18,N,U
Newtown Playground,Small Park,Queens,Yes,2018,Fall,4,"56 Ave., 92 St.",4,A,A
Moore Homestead Playground,Small Park,Queens,Yes,2018,Fall,4,"Broadway., 82 St., 45 Ave.",45,A,A
Robert E. Venable Park,Small Park,Brooklyn,Yes,2018,Fall,4,"Belmont Ave., Sutter Ave., Sheridan Ave. and Grant Ave.",2,A,A
Bryant Park,Large Park,Manhattan,Yes,2018,Fall,3,"bet. 5 and 6 Av, W 40 St and W 42 St",100,A,A
Marcus Garvey Park,Large Park,Manhattan,Yes,2018,Fall,3,"Madison Ave, E. 120 St. to E. 124 St.",55,N,N
Central Park,Large Park,Manhattan,Yes,2018,Fall,3,"5 Av To Central Park W, 59 St To 110 St",55,A,A
Prospect Park,Small Park,Brooklyn,Yes,2018,Fall,3,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",23,A,A
Nelson Playground,Small Park,Bronx,Yes,2018,Fall,3,W 166 St bet. Woodycrest Av and Nelson Av,2,A,A
Devoe Park,Small Park,Bronx,Yes,2018,Fall,3,W. Fordham Rd. bet. Sedgwick Ave. and Un,18,A,A
Clintonville Playground,Small Park,Queens,Yes,2018,Fall,3,Clintonville St. bet. 17 Ave. and 17 Rd.,100,A,A
Terrace Playground,Small Park,Staten Island,Yes,2018,Fall,3,"Foote Ave., Howard Ave., Martha St., Clove Rd.",2,A,A
Squibb Park,Small Park,Brooklyn,Yes,2018,Fall,3,Middagh St. between Columbia Heights & Furman St.,4,A,A
McLaughlin Park,Small Park,Brooklyn,Yes,2018,Fall,3,"Jay St., Bridge St. bet. Tillary St. and Cathedral Pl.",25,N,U
Pratt Playground,Small Park,Brooklyn,Yes,2018,Fall,3,Willoughby Ave. between Stuben St. and Emerson Pl.,8,A,A
Washington Hall Park,Small Park,Brooklyn,Yes,2018,Fall,3,Park Ave. bet. Washington Ave. and Hall St.,8,A,U
Jack Breininger Park,Small Park,Queens,Yes,2018,Fall,3,240 St. bet. Braddock Ave. and Fairbury Ave.,13,A,A
Raymond O’Connor Park,Small Park,Queens,Yes,2018,Fall,3,"32 Ave., 33 Ave. bet. Corporal Kennedy St. and 210 St.",12,A,A
North Rochdale Playground,Small Park,Queens,Yes,2018,Fall,3,Baisley Blvd. 168 St. and Bedell St.,131,A,A
Allerton Playground,Small Park,Bronx,Yes,2018,Fall,3,Allerton Ave. bet. Throop Ave. and Bouck Ave.,NA,A,A
Nautilus Playground,Small Park,Brooklyn,Yes,2018,Fall,3,"Public Beach, W. 29 St. and W. 32 St.",6,A,A
Yak Playground,Small Park,Brooklyn,Yes,2018,Fall,3,Ave. Y between Coyle St. and Batchelder St.,1,A,U
Bill Brown Playground,Small Park,Brooklyn,Yes,2018,Fall,3,"Ave. Y, Ave. X bet. E. 24 St. and Bedford Ave.",40,N,N
Kelly Park Playground,Small Park,Brooklyn,Yes,2018,Fall,3,Ave. S bet. E. 14 St. and E. 15 St.,80,A,A
Fort Independence Playground,Small Park,Bronx,Yes,2018,Fall,3,Jerome Park Resevoir and Sedgwick Av bet. W,5,A,A
Marble Hill Playground,Small Park,Bronx,Yes,2018,Fall,3,Marble Hill Av bet. W 230 St and W 228 St,30,A,A
Jackie Robinson Park Playground,Small Park,Brooklyn,Yes,2018,Fall,3,Malcom X Blvd. between Chauncey St. and Marion St.,20,U/S,U
Willoughby Playground,Small Park,Brooklyn,Yes,2018,Fall,3,"Tompkins Ave., Willoughby Ave., Vernon Ave.",NA,A,A
Stockton Playground,Small Park,Brooklyn,Yes,2018,Fall,3,"Park Ave., Martin Luther King Pl., Marcy Ave.",4,N,N
Mount Prospect Park,Small Park,Brooklyn,Yes,2018,Fall,3,"Eastern Pkwy., Flatbush Ave. bet. Underhill Ave. and Washington Ave.",30,A,A
Harry Maze Playground,Small Park,Brooklyn,Yes,2018,Fall,3,"Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.",5,N,U
Rolph Henry Playground,Small Park,Brooklyn,Yes,2018,Fall,3,"Clarkson Ave., New York Ave.",2,A,A
Hamilton Metz Field,Small Park,Brooklyn,Yes,2018,Fall,3,"Albany Ave., E. New York Ave., Lefferts Ave.",20,A,A
Jackie Robinson Playground,Small Park,Brooklyn,Yes,2018,Fall,3,Montgomery St. between Franklin Ave. and McKeever Pl.,15,A,A
Cunningham Park,Large Park,Queens,Yes,2018,Fall,3,"Horace Harding Expwy, Grand Central Pkwy",10,A,A
Rufus King Park,Large Park,Queens,Yes,2018,Fall,3,"Jamaica Ave., 89 Ave. bet. 150 St. and 153 St.",100,A,A
Triborough Bridge Playground B,Small Park,Queens,Yes,2018,Fall,3,Hoyt Ave. bet. 21 St. and 23 St.,4,A,A
Monsignor Kett Playground,Small Park,Manhattan,Yes,2018,Fall,3,W. 204 St. bet. 10 Ave. and Nagle Ave.,26,A,A
Riverside Park,Small Park,Manhattan,Yes,2018,Fall,3,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",0,A,A
Riverside Park,Small Park,Manhattan,Yes,2018,Fall,3,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",27,A,A
Sarsfield Playground,Small Park,Brooklyn,Yes,2018,Fall,3,"E. 38 St., Ave. M, Flatlands Ave.",15,N,U
Playground Seventy Five,Small Park,Queens,Yes,2018,Fall,3,160 St. bet. 75 Ave. and 75 Rd.,0,A,A
Ehrenreich-Austin Playground,Small Park,Queens,Yes,2018,Fall,3,Austin St. bet. 76 Ave. and 76 Dr.,29,N,N
Playground Sixty Two LXII,Small Park,Queens,Yes,2018,Fall,3,62 Rd. bet. Yellowstone Blvd. and108 St.,40,A,A
Flushing Meadows Corona Park,Small Park,Queens,Yes,2018,Fall,3,"Grand Central Pkwy, Van Wyck Exwy",5,A,A
Canarsie Park,Large Park,Brooklyn,Yes,2018,Fall,3,"Belt Pkwy, Seaview Ave Btw: Paerdegat Basin, E 93 S, E 102 St, Fresh Creek Basin",28,A,U
Soundview Park,Large Park,Bronx,Yes,2018,Fall,3,"Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr.",6,A,A
Betsy Head Park,Large Park,Brooklyn,Yes,2018,Fall,3,"Blake Ave., Dumont Ave. bet. Thomas Boyland St. and Bristol St.",11,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2018,Fall,3,"Corbin Pl. to W. 37 St., Boardwalk",55,N,N
Bedford Playground,Small Park,Brooklyn,Yes,2018,Fall,3,Bedford Ave. bet. S. 9 St. and Division Ave.,2,A,A
Pelham Bay Park,Large Park,Bronx,Yes,2018,Fall,3,"Bruckner Blvd, Eastchester, Hutchinson",60,A,U
Pelham Bay Park,Large Park,Bronx,Yes,2018,Fall,3,"Bruckner Blvd, Eastchester, Hutchinson",60,A,U
Bushwick Inlet Park,Small Park,Brooklyn,Yes,2018,Fall,3,Kent Ave. bet. Quay St. and N 9 St.,35,A,A
Richmond Parkway,Large Park,Staten Island,Yes,2018,Fall,3,Staten Island Exwy. To West Shore Exwy.,29,A,A
Ciccarone Park,Small Park,Bronx,Yes,2018,Fall,3,E 188 St bet. Arthur Av and Hughes Av,20,A,A
Willis Playground,Small Park,Bronx,Yes,2018,Fall,3,E 141 St to E 140 St bet. Willis Av and Alexander Av,2,A,A
Clark Playground,Small Park,Bronx,Yes,2018,Fall,3,"3 Ave. bet. E, 145 St. and E. 144 St.",105,A,A
Mott Playground,Small Park,Bronx,Yes,2018,Fall,3,Morris Av bet. Mc Clellan St and E 166 St,55,A,A
Alice Kornegay Triangle,Small Park,Manhattan,Yes,2018,Fall,3,"Lexington Ave., E. 128 St. to E. 129 St.",40,A,U
Robert Moses Playground,Small Park,Manhattan,Yes,2018,Fall,3,"1 Ave., bet. E. 41 St. and E. 42 St.",19,A,A
Police Officer Nicholas Demutiis Park,Small Park,Queens,Yes,2018,Fall,3,Liberty Ave. bet. 101 St. and 102 St.,5,A,A
Vito Locascio Field,Small Park,Queens,Yes,2018,Fall,3,"N. Conduit Ave., 149 Ave., Cross Bay Blvd.",5,A,A
Calvert Vaux Park,Large Park,Brooklyn,Yes,2018,Fall,3,"Gravesend Bay, Bay 44 St. to Bay 49 St., Shore Pkwy.",15,N,N
Magenta Playground,Small Park,Bronx,Yes,2018,Fall,3,Olinville Ave. at Rosewood St.,0,A,A
Virginia Playground,Small Park,Bronx,Yes,2018,Fall,3,McGraw Av bet. White Plains Rd and Virginia Av,0,A,A
Bronx Park,Small Park,Bronx,Yes,2018,Fall,3,"Southern Blvd,Webster,Burke Aves,Bronx Pk E,180 St",0,A,A
Van Cortlandt Park,Large Park,Bronx,Yes,2018,Fall,3,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",25,A,A
Central Park,Large Park,Manhattan,Yes,2018,Fall,3,"5 Av To Central Park W, 59 St To 110 St",347,A,A
Hilton White Playground,Small Park,Bronx,Yes,2018,Fall,3,Cauldwell Ave bet. E. 161 St  and E. 163 St.,3,A,A
St. Nicholas Park,Small Park,Manhattan,Yes,2018,Fall,3,"St. Nicholas Ave., St. Nicholas Ter. bet. W. 128 St. and W. 141 St.",9,A,A
Morningside Park,Small Park,Manhattan,Yes,2018,Fall,3,"W 110 St To W 123 St, Manhattan Av To Morningside Av",40,A,A
Central Park,Large Park,Manhattan,Yes,2018,Fall,3,"5 Av To Central Park W, 59 St To 110 St",167,A,A
Alexander Hamilton Playground,Small Park,Manhattan,Yes,2018,Fall,3,"Hamilton Pl., W. 140 St. To W. 141 St.",6,A,A
Carmansville Playground,Small Park,Manhattan,Yes,2018,Fall,2,"Amsterdam Av, W 151 St To W 152 St",2,A,A
St. Nicholas Park,Small Park,Manhattan,Yes,2018,Fall,2,"St. Nicholas Ave., St. Nicholas Ter. bet. W. 128 St. and W. 141 St.",1,A,A
Morningside Park,Large Park,Manhattan,Yes,2018,Fall,2,"W 110 St To W 123 St, Manhattan Av To Morningside Av",55,A,A
Mosholu Playground,Small Park,Bronx,Yes,2018,Fall,2,Mosholu Parkway South bet. Bainbridge Ave. and Briggs Ave.,4,A,A
Star Spangled Playground,Small Park,Brooklyn,Yes,2018,Fall,2,Franklin Ave. between Willoughby Ave. and Dekalb Ave.,70,A,A
Sumner Playground,Small Park,Brooklyn,Yes,2018,Fall,2,Throop Ave. between Myrtle Ave. and Park Ave.,0,N,N
P.O. Reinaldo Salgado Playground,Small Park,Brooklyn,Yes,2018,Fall,2,Monroe St. to Madison St. between Patchen Ave. and Ralph Ave.,33,N,U
Potomac Playground,Small Park,Brooklyn,Yes,2018,Fall,2,Tompkins Ave. between Halsey St. and Macon St.,33,A,A
Kissena Park,Large Park,Queens,Yes,2018,Fall,2,"Underhill, Oak, Rose, Booth Memorial Aves, Kissena Blvd, Fresh Meadow Ln",2,A,A
Spuyten Duyvil Playground,Small Park,Bronx,Yes,2018,Fall,2,Douglas Av bet. W 235 St and W 236 St,0,A,U
L/CPL Thomas P. Noonan Jr. Playground,Small Park,Queens,Yes,2018,Fall,2,"47 Ave., Greenpoint Ave. bet. 42 St. and 43 St.",4,A,A
Athens Square,Small Park,Queens,Yes,2018,Fall,2,30 Ave. bet. 29 St. and 30 St.,2,A,A
Greencroft Playground,Small Park,Staten Island,Yes,2018,Fall,2,Greencroft Ave. bet. Ainsworth Ave. and Redgrave Ave.,0,A,A
Rainey Park,Small Park,Queens,Yes,2018,Fall,2,Vernon Blvd. bet. 33 Rd. and 34 Ave.,0,A,U
Bush Terminal Park,Large Park,Brooklyn,Yes,2018,Fall,2,Marginal St. bet. 44 St. and 50 St.,2,A,A
Shore Park and Parkway,Large Park,Brooklyn,Yes,2018,Fall,2,"4 Ave., Shore Rd., Belt Pkwy., Verrazano Bridge",3,N,N
Recreational Area,Small Park,Manhattan,Yes,2018,Fall,2,"W. 145 St., W. 155 St., Hudson River",0,A,A
Wolfe's Pond Park,Large Park,Staten Island,Yes,2018,Fall,2,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay",3,A,A
Rudd Playground,Small Park,Brooklyn,Yes,2018,Fall,2,"Aberdeen St., Furman Ave. north of Bushwick Ave.",NA,A,A
Fermi Playground,Small Park,Brooklyn,Yes,2018,Fall,2,"Central Ave., Troutman St. and Starr St.",13,A,A
Curtis Playground,Small Park,Brooklyn,Yes,2018,Fall,2,Foster Ave. between E. 81 St. and E. 82 St.,5,N,N
Watson Gleason Playground,Small Park,Bronx,Yes,2018,Fall,2,"Gleason Ave., Watson Ave. bet. Noble Ave., and Rosedale Ave.",20,A,U
Roy Wilkins Recreation Center,Small Park,Queens,Yes,2018,Fall,2,"Merrick Blvd. bet. 115 Ave., 116 Ave., and Baisley Blvd.",0,A,A
Lanett Playground,Small Park,Queens,Yes,2018,Fall,2,Lanett Ave. bet. Beach 9 St. and Beach 8 St.,30,A,U
Redfern Playground,Small Park,Queens,Yes,2018,Fall,2,"Beach 12 St., Redfern Ave.",4,N,U
P.O. Serrano Playground,Small Park,Bronx,Yes,2018,Fall,2,Olmstead Ave. bet. Turnbull Ave. and Lafayetter Ave.,0,A,A
Noble Playground,Small Park,Bronx,Yes,2018,Fall,2,Noble Ave. bet. Bronx River Av and  E 177 St,1,A,A
McKinley Park,Small Park,Brooklyn,Yes,2018,Fall,2,"73 St., Ft. Hamilton Pkwy., 7 Ave.",20,A,A
Mathews-Palmer Playground,Small Park,Manhattan,Yes,2018,Fall,2,W. 45 St. bet. 9 Ave. and 10 Ave.,17,A,A
Gravesend Park,Small Park,Brooklyn,Yes,2018,Fall,2,"18 Ave., 19 Ave., bet. 55 St. and 58 St.",30,A,A
Russell Pedersen Playground,Small Park,Brooklyn,Yes,2018,Fall,2,Colonial Rd. from 83 St. to 85 St.,30,A,A
McCarren Park,Large Park,Brooklyn,Yes,2018,Fall,2,"Nassau Ave, Bayard, Leonard & N 12 Sts",65,A,N
McCarren Park,Large Park,Brooklyn,Yes,2018,Fall,2,"Nassau Ave, Bayard, Leonard & N 12 Sts",95,A,N
Kissena Corridor Park,Small Park,Queens,Yes,2018,Fall,2,"Lawrence St,N Hempstead Tpk,Elder Ave,Kissena Blvd",4,A,A
Fresh Meadows Playground,Small Park,Queens,Yes,2018,Fall,2,67 Ave. bet. 173 St. and 174 St.,12,A,A
Dyker Beach Park,Large Park,Brooklyn,Yes,2018,Fall,2,"86 St., Belt Pkwy. bet. Bay 8 St., 14 Ave., and 7 Ave.",4,A,A
St. Vartan Park,Small Park,Manhattan,Yes,2018,Fall,2,"1 Ave.,2 Ave., bet. E. 35 St. and E. 36 St.",12,A,A
John Jay Park,Small Park,Manhattan,Yes,2018,Fall,2,"FDR Dr., E 76 St. To E 78 St.",50,A,A
Abraham Lincoln Playground,Small Park,Manhattan,Yes,2018,Fall,2,5 Ave. and E. 135 St.,5,A,A
John J Carty Park,Large Park,Brooklyn,Yes,2018,Fall,2,Ft. Hamilton Pkwy. bet. 94 St. and 101 St.,9,A,A
Corporal John A. Seravalli Playground,Small Park,Manhattan,Yes,2018,Fall,2,Hudson St. bet. Gansevoort St. and Horatio St.,0,N,N
Slattery Playground,Small Park,Bronx,Yes,2018,Fall,2,E. 183 St. bet. Valentine Ave. and Ryer,10,A,A
Alley Pond Park,Small Park,Queens,Yes,2018,Fall,2,"Little Neck Bay to Springfield Blvd, Union Tpke",2,A,A
Cedar Playground,Small Park,Bronx,Yes,2018,Fall,2,W 179 St bet. Cedar Av and Sedgwick Av,8,N,N
Riverside Park,Large Park,Manhattan,Yes,2018,Fall,2,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",45,A,A
Vidalia Park,Small Park,Bronx,Yes,2018,Fall,2,E. 180 St. bet. Daly Ave. and Vyse Ave.,7,A,A
Underwood Park,Small Park,Brooklyn,Yes,2018,Fall,2,Lafayette Ave. bet. Waverly Ave. and Washington Ave.,40,A,A
