prop_name,category,boro,rated,year,season,round,prop_location,visitor_count,pr_litter,pr_overall_condition
Little Bay Park,Large Park,Queens,Yes,2018,Fall,2,Cross Island Pkwy. bet. Utopia Pkwy. and Totten Ave.,200,A,A
Baruch Playground,Small Park,Manhattan,Yes,2018,Fall,2,Corner of Baruch Pl. and Mangin St.,5,N,N
Arcilla Playground,Small Park,Bronx,Yes,2018,Fall,2,E 164 St bet. Teller Av and Clay Av at Park Ave,10,A,A
Abigail Playground,Small Park,Bronx,Yes,2018,Fall,2,E 156 St bet. Tinton Av and Union Av,8,A,A
Baisley Pond Park,Large Park,Queens,Yes,2018,Fall,2,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",49,A,U
Baisley Pond Park,Small Park,Queens,Yes,2018,Fall,2,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",10,N,U
Tiffany Playground,Small Park,Bronx,Yes,2018,Fall,2,Fox St to Tiffany St bet. E 167 St and E 165 St,23,A,A
Prospect Park,Large Park,Brooklyn,Yes,2018,Fall,2,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",35,A,A
Crocheron Park,Large Park,Queens,Yes,2018,Fall,2,"214 Pl., 214 La., 215 Pl, Cross Island Pkwy. bet. 33 Ave. and 35 Ave.",8,A,A
Dean Playground,Small Park,Brooklyn,Yes,2018,Fall,2,Dean St. to Bergen St. between 6 Ave. and Carlton Ave.,20,A,A
Central Park,Large Park,Manhattan,Yes,2018,Fall,2,"5 Av To Central Park W, 59 St To 110 St",32,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2018,Fall,2,"Corbin Pl. to W. 37 St., Boardwalk",0,N,N
Pink Playground,Small Park,Brooklyn,Yes,2018,Fall,2,Stanley Ave. and Eldert La.,1,A,A
Frontera Park,Small Park,Queens,Yes,2018,Fall,2,58 Ave. bet. Brown Pl. and 69 St.,2,A,A
Jaime Campiz Playground,Small Park,Brooklyn,Yes,2018,Fall,2,"Hope St., Marcy Ave., Metropolitan Ave.",9,N,U
Drew Playground,Small Park,Bronx,Yes,2018,Fall,2,Fulton Av bet. E 169 St and E 170 St,5,A,A
Sternberg Park,Small Park,Brooklyn,Yes,2018,Fall,2,Lorimer St. bet. Montrose Ave. and Boerum St.,45,A,A
Bartlett Playground,Small Park,Brooklyn,Yes,2018,Fall,2,"Whipple St., Bartlett St., between Throop Ave. and Flushing Ave.",8,A,A
CPL. Thompson Park,Small Park,Staten Island,Yes,2018,Fall,2,"Broadway, Henderson Ave., Chappell St.",1,A,A
Levy Playground,Small Park,Staten Island,Yes,2018,Fall,2,Jewett Ave. and Castleton Ave.,3,N,N
Tall Oak Playground,Small Park,Queens,Yes,2018,Fall,2,64 Ave. bet. 218 St. and 219 St.,60,A,A
Kissena Corridor Park,Small Park,Queens,Yes,2018,Fall,2,"Peck & Underhill Aves, Utopia Pkwy, Horace Harding",15,A,A
Bowne Park,Small Park,Queens,Yes,2018,Fall,2,"29 Ave., 32 Ave. bet. 155 St. and 159 St.",5,A,A
Nicholas Naquan Heyward Jr. Park,Small Park,Brooklyn,Yes,2018,Fall,2,Wyckoff St. between Hoyt St. and Bond St.,30,A,A
Audubon Playground,Small Park,Manhattan,Yes,2018,Fall,2,"Audubon Ave., W. 169 St. and W. 170 St.",10,A,A
Brookville Park,Small Park,Queens,Yes,2018,Fall,2,"S. Conduit Ave., 149 Ave. bet. 232 St. and 235 St.",0,A,A
Cambria Playground,Small Park,Queens,Yes,2018,Fall,2,"Francis Lewis Blvd., 121 Ave. bet. 219 St. and 222 St.",10,A,A
Fort Tryon Park,Small Park,Manhattan,Yes,2018,Fall,1,"Riverside Dr To Broadway, W 192 St To Dyckman St",4,A,A
Forest Park,Large Park,Queens,Yes,2018,Fall,1,"Myrtle Ave, Union Tpke, Park Lane S",0,A,A
Central Park,Large Park,Manhattan,Yes,2018,Fall,1,"5 Av To Central Park W, 59 St To 110 St",50,U,U
Central Park,Large Park,Manhattan,Yes,2018,Fall,1,"5 Av To Central Park W, 59 St To 110 St",15,A,A
Linden Park,Small Park,Brooklyn,Yes,2018,Fall,1,Vermont St. bet. Linden Blvd. and Stanley Ave.,8,A,A
Seth Low Playground/ Bealin Square,Small Park,Brooklyn,Yes,2018,Fall,1,W. 12 St. bet. Bay Pkwy. and Ave. P,97,N,N
Surf Playground,Small Park,Brooklyn,Yes,2018,Fall,1,Surf Ave. between W. 25 St. and W. 27 St.,0,A,A
Cypress Hills Playground,Small Park,Brooklyn,Yes,2018,Fall,1,Euclid Ave. bet. Dumont Ave. and Blake Ave.,5,A,A
Sankofa Park,Small Park,Brooklyn,Yes,2018,Fall,1,Livonia Ave. between Barbey St. and Schenck Ave.,0,N,N
Martin Luther King Jr. Playground,Small Park,Brooklyn,Yes,2018,Fall,1,"Dumont Ave., Blake Ave. bet. Bradford St. and Miller Ave.",7,A,A
John V. Lindsay East River Park,Large Park,Manhattan,No,2018,Fall,1,"Montgomery St. To E. 12 St., FDR Drive",25,A,A
Railroad Playground,Small Park,Brooklyn,Yes,2018,Fall,1,Ditmas Ave. bet. E. 92 St. and E. 91 St.,11,A,A
Tompkins Square Park,Large Park,Manhattan,Yes,2018,Fall,1,"Ave. A To Ave. B, E. 7 St. To E. 10 St.",100,A,A
Tompkins Square Park,Large Park,Manhattan,Yes,2018,Fall,1,"Ave. A To Ave. B, E. 7 St. To E. 10 St.",100,A,A
Bildersee Playground,Small Park,Brooklyn,Yes,2018,Fall,1,Flatlands Ave. between E. 81 St. and E. 82 St.,8,U,U
Franklin D. Roosevelt Boardwalk and Beach,Large Park,Staten Island,Yes,2018,Fall,1,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.",51,A,U
Van Cortlandt Park,Small Park,Bronx,Yes,2018,Fall,1,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",5,A,A
Van Cortlandt Park,Small Park,Bronx,Yes,2018,Fall,1,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",0,A,A
Van Cortlandt Park,Large Park,Bronx,Yes,2018,Fall,1,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",5,A,A
Van Voorhees Playground,Small Park,Brooklyn,Yes,2018,Fall,1,"Columbia St., Hicks St. bet. Congress St. and Atlantic Ave.",5,A,A
Rev. Dr. Maggie Howard Playground,Small Park,Staten Island,Yes,2018,Fall,1,"Tompkins Ave., Broad St. and Hill St.",0,A,A
Captain William Harry Thompson Playground,Small Park,Bronx,Yes,2018,Fall,1,E. 174 St. bet. Bronx River Ave. and E. 173 St.,1,A,A
Westbourne Playground,Small Park,Queens,Yes,2018,Fall,1,"Mott Ave., Westbourne Ave. bet. Bay 28 St. and Bay 25 St.",2,A,A
Canarsie Park,Large Park,Brooklyn,Yes,2018,Fall,1,"Belt Pkwy, Seaview Ave Btw: Paerdegat Basin, E 93 S, E 102 St, Fresh Creek Basin",30,A,N
Richmond Parkway,Large Park,Staten Island,Yes,2018,Fall,1,Staten Island Exwy. To West Shore Exwy.,9,A,N
Fort Greene Park,Large Park,Brooklyn,Yes,2018,Fall,1,"Myrtle Ave., De Kalb Ave. bet. Washington Park and St. Edward's St.",150,A,N
Cunningham Park,Large Park,Queens,Yes,2018,Fall,1,"Horace Harding Expwy, Grand Central Pkwy",45,A,N
Williamsbridge Oval,Large Park,Bronx,Yes,2018,Fall,1,"Van Cortlandt Ave. East, Resevoir Oval E",90,A,N
St. James Park,Large Park,Bronx,Yes,2018,Fall,1,"Jerome Ave., E. 193 St., Creston Ave., E",75,U,N
Alley Pond Park,Small Park,Queens,Yes,2018,Fall,1,"Little Neck Bay to Springfield Blvd, Union Tpke",1,A,A
Frederick Johnson Playground,Small Park,Manhattan,Yes,2018,Fall,1,7 Ave. bet. W. 150 St. and W. 151 St.,5,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2018,Fall,1,"Corbin Pl. to W. 37 St., Boardwalk",29,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2018,Fall,1,"Corbin Pl. to W. 37 St., Boardwalk",29,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2018,Fall,1,"Corbin Pl. to W. 37 St., Boardwalk",29,A,A
Gen. Douglas MacArthur Park,Small Park,Staten Island,Yes,2018,Fall,1,Dongan Hills Ave. and Jefferson St.,2,A,A
Dongan Playground,Small Park,Staten Island,Yes,2018,Fall,1,Mason Ave. bet. Buel Ave. and Dongan Hills Ave.,9,A,A
Midland Field,Small Park,Staten Island,Yes,2018,Fall,1,"Midland Ave., Mason Ave., Bedford Ave., Boundary Ave.",3,A,A
Midland Playground,Small Park,Staten Island,Yes,2018,Fall,1,"Lincoln Ave., Mason Ave., Midland Ave., Poultney St.",10,N,U
Riverside Park South,Large Park,Manhattan,Yes,2018,Fall,1,"12 Ave., Riverside Blvd. bet. W. 59 St. and W. 72 St.",17,A,A
Flushing Meadows Corona Park,Small Park,Queens,Yes,2018,Fall,1,"Grand Central Pkwy, Van Wyck Exwy",5,A,A
Flushing Meadows Corona Park,Large Park,Queens,Yes,2018,Fall,1,"Grand Central Pkwy, Van Wyck Exwy",25,A,A
McDonald Playground,Small Park,Brooklyn,Yes,2018,Fall,1,Mcdonald Ave. between Ave. S and Ave. T,16,N,U
Manhattan Beach Park,Small Park,Brooklyn,Yes,2018,Fall,1,Oriental Blvd. between Ocean Ave. and Mackenzie St.,12,A,A
Playground 286,Small Park,Brooklyn,Yes,2018,Fall,1,Ave. Y between Brown St. and Haring St.,0,A,A
Frank Principe Park,Small Park,Queens,Yes,2018,Fall,1,"Maurice Ave., 63 St. bet. 54 Ave. and Borden Ave.",11,A,A
Horace Harding Playground,Small Park,Queens,Yes,2018,Fall,1,62 Dr. bet. 97 Pl. and 98 St.,11,A,A
College Point Fields,Large Park,Queens,Yes,2018,Fall,1,"130 St. bet., 23rd Ave. and 26 Ave.",3,A,A
Cherry Tree Park,Small Park,Manhattan,Yes,2018,Fall,1,"99 St. To 100 St., 3 Ave.",11,A,A
P.S. 155 Playground,Small Park,Manhattan,Yes,2018,Fall,1,"E. 117 St. To E. 118 St., 1 Ave. To 2 Ave.",5,A,A
Francis Lewis Park,Large Park,Queens,Yes,2018,Fall,1,3 Ave. bet. Parsons Blvd and 147 St.,8,A,A
Seward Park,Small Park,Manhattan,Yes,2018,Fall,1,"Canal St, Essex St, Jefferson St and E Broadway",105,U/S,U
Bronx Park,Large Park,Bronx,Yes,2018,Fall,1,"Southern Blvd,Webster,Burke Aves,Bronx Pk E,180 St",13,A,A
Bronx Park,Small Park,Bronx,Yes,2018,Fall,1,"Southern Blvd,Webster,Burke Aves,Bronx Pk E,180 St",11,A,A
Bronx River Parkway,Small Park,Bronx,Yes,2018,Fall,1,Bronx River bet. Burke Ave. and the New York City-Westchester Line,1,A,A
Gouverneur Playground,Small Park,Bronx,Yes,2018,Fall,1,3 Av bet. E 170 St and St Paul's Pl,12,A,A
People's Park,Small Park,Bronx,Yes,2018,Fall,1,E. 141 St. bet. Brook Ave. and St Ann's Ave.,3,N,N
Lozada Playground,Small Park,Bronx,Yes,2018,Fall,1,E 135 St bet. Alexander Av and Willis Av,5,N,U
Baisley Pond Park,Small Park,Queens,Yes,2018,Fall,1,"N. Conduit Ave., 116 Ave. bet. 150 St., Suptin Blvd., and Baisley Blvd. S.",10,A,A
Montbellier Park,Small Park,Queens,Yes,2018,Fall,1,"Springfield Blvd., Sloan St. bet. 139 Ave. and Eastgate Plaza",5,A,A
Peters Field,Small Park,Queens,Yes,2018,Fall,1,Liberty Ave. bet. 183 St. and 183 Pl.,25,A,A
Queensbridge Park,Small Park,Queens,Yes,2018,Fall,1,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",5,A,A
Torsney Playground,Small Park,Queens,Yes,2018,Fall,1,Skillman Ave. bet. 41 St. and 43 St.,40,A,A
Oracle Playground,Small Park,Brooklyn,Yes,2018,Fall,1,"Adelphi St., Myrtle Ave., Clermont Ave.",5,A,A
La Guardia Playground,Small Park,Brooklyn,Yes,2018,Fall,1,S. 4 St. bet. Roebling St. and Williamsburg Bridge Ramp,8,A,A
Edmonds Playground,Small Park,Brooklyn,Yes,2018,Fall,1,Dekalb Ave. between Adelphi St. and Carlton Ave.,NA,A,A
Albert J. Parham Playground,Small Park,Brooklyn,Yes,2018,Fall,1,"Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave.",13,A,A
Strawberry Playground,Small Park,Brooklyn,Yes,2018,Fall,1,"Rodney St., S. 3 St. and S. 4 St.",7,A,A
Susan Smith McKinney Steward Park,Small Park,Brooklyn,Yes,2018,Fall,1,"Bridge St., Jay St. bet. Prospect St. and York St.",11,A,A
Wolfe's Pond Park,Large Park,Staten Island,Yes,2018,Fall,1,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay",115,A,N
Wolfe's Pond Park,Large Park,Staten Island,Yes,2018,Fall,1,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay",115,N,N
Forest Park,Large Park,Queens,Yes,2018,Fall,1,"Myrtle Ave, Union Tpke, Park Lane S",40,A,N
McCarren Park,Large Park,Brooklyn,Yes,2018,Fall,1,"Nassau Ave, Bayard, Leonard & N 12 Sts",50,A,N
Flushing Meadows Corona Park,Large Park,Queens,Yes,2018,Fall,1,"Grand Central Pkwy, Van Wyck Exwy",40,A,N
McCarren Park,Large Park,Brooklyn,Yes,2018,Fall,1,"Nassau Ave, Bayard, Leonard & N 12 Sts",150,A,N
Commodore Barry Park,Large Park,Brooklyn,Yes,2018,Fall,1,"Nassau St., Park Ave., bet. Navy St. and N. Elliot Pl.",25,A,A
Equity Playground,Small Park,Queens,Yes,2018,Summer,6,88 Ave. to 89 Ave. at 90 St.,20,A,A
Claremont Park,Large Park,Bronx,Yes,2018,Summer,6,"Clay Ave., Anthony Ave. bet. Mount Eden Pkwy. and E. 170 St",40,A,A
Claremont Park,Large Park,Bronx,Yes,2018,Summer,6,"Clay Ave., Anthony Ave. bet. Mount Eden Pkwy. and E. 170 St",39,A,A
Bloomingdale Playground,Small Park,Manhattan,Yes,2018,Summer,6,"Amsterdam Ave., W. 104 St. and W. 105 St.",4,N,N
Garibaldi Playground,Small Park,Brooklyn,Yes,2018,Summer,6,18 Ave. bet. 83 St. and 82 St.,105,A,A
Belmont Playground,Small Park,Bronx,Yes,2018,Summer,6,E 182 St bet. Belmont Av and Croton Av,19,A,A
McCaffrey Playground,Small Park,Manhattan,Yes,2018,Summer,6,W. 43 St. bet. 8 Ave. and 9 Ave.,15,A,U
Castlewood Playground,Small Park,Queens,Yes,2018,Summer,6,Little Neck Pkwy. bet. 72 Ave. and 73 Ave.,7,A,A
Louis Pasteur Park,Small Park,Queens,Yes,2018,Summer,6,248 St. bet. Van Zandt Ave. and 52 Ave.,5,A,A
Saul Weprin Playground,Small Park,Queens,Yes,2018,Summer,6,56 Ave. bet. 201 St. and 202 St.,0,A,A
Riverbend Playground,Small Park,Bronx,Yes,2018,Summer,6,Bailey Ave. bet. W. Kingsbridge Rd. and W. 193 St.,9,A,A
Farm Playground,Small Park,Queens,Yes,2018,Summer,6,73 Ave. bet. 195 St. and 196 Pl.,5,A,A
Holy Cow Playground,Small Park,Queens,Yes,2018,Summer,6,Peck Ave. bet. 61 Rd. and 67 Ave.,13,A,A
Bufano Park,Small Park,Bronx,Yes,2018,Summer,6,Bradford Ave. bet. La Salle Ave. and Waterbury Ave.,26,A,A
Edenwald Playground,Small Park,Bronx,Yes,2018,Summer,6,Schieffelin Ave. bet. E. 266 Dr. and E. 229 St.,54,A,A
Wakefield Playground,Small Park,Bronx,Yes,2018,Summer,6,Matilda Ave. to Carpenter Ave. bet. E. 239 St. and E. 240 St.,14,N,U
Pelham Bay Park,Large Park,Bronx,Yes,2018,Summer,6,"Bruckner Blvd, Eastchester, Hutchinson",275,U/S,N
Van Cortlandt Park,Large Park,Bronx,Yes,2018,Summer,6,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",35,A,N
Alley Pond Park,Large Park,Queens,Yes,2018,Summer,6,"Little Neck Bay to Springfield Blvd, Union Tpke",300,U/S,N
Wards Island Park,Large Park,Manhattan,Yes,2018,Summer,6,East River and Hell Gate,800,A,N
J. Hood Wright Park,Large Park,Manhattan,Yes,2018,Summer,6,W. 173 St. bet. Haven Ave. and Ft. Washington Ave.,134,A,N
The Battery,Large Park,Manhattan,Yes,2018,Summer,6,"Battery Pl, State St and Whitehall St",200,A,A
Bensonhurst Park,Large Park,Brooklyn,Yes,2018,Summer,6,Cropsey Ave. bet. 21 Ave. and Bay Pkwy.,95,A,A
Washington Market Park,Small Park,Manhattan,Yes,2018,Summer,6,Chambers St. bet. Greenwich St. and West St.,80,A,A
Beach 59th St Playground,Small Park,Queens,Yes,2018,Summer,6,Rockaway Boardwalk bet. B. 60 St. and B. 59 St.,0,A,U
James Forten Playground,Small Park,Brooklyn,Yes,2018,Summer,6,Underhill Ave. bet. Prospect Pl. and Park Pl.,80,A,A
Wingate Park,Small Park,Brooklyn,Yes,2018,Summer,6,"Winthrop St., Brooklyn Ave., Rutland Rd.",50,N,N
Tilden Playground,Small Park,Brooklyn,Yes,2018,Summer,6,Tilden Ave. between E. 48 St. and E. 49 St.,16,A,A
Newport Playground,Small Park,Brooklyn,Yes,2018,Summer,6,Riverdale Ave. bet. Thatford Ave. and Osborn St.,8,N,N
Heckscher Playground,Small Park,Brooklyn,Yes,2018,Summer,6,Linden St. bet. Central Ave. and Wilson Ave.,13,N,U
Bushwick Playground,Small Park,Brooklyn,Yes,2018,Summer,6,Knickerbocker Ave. bet. Woodbine St. and Putnam Ave.,13,A,A
Samuel Seabury Playground,Small Park,Manhattan,Yes,2018,Summer,6,"Lexington Ave., E. 95 St. To E. 96 St.",12,A,A
Carl Schurz Park,Large Park,Manhattan,Yes,2018,Summer,6,"East End Av To East River, E 84 St To E 90 St",50,A,A
Carl Schurz Park,Large Park,Manhattan,Yes,2018,Summer,6,"East End Av To East River, E 84 St To E 90 St",30,A,A
Rev. T. Wendell Foster Park and Recreation Center,Large Park,Bronx,Yes,2018,Summer,6,Jerome Av to River Av bet. E 164 St and McClellan St at Cromwell Ave,49,A,A
Millbrook Playground,Small Park,Bronx,Yes,2018,Summer,6,E. 135 St. bet. Cypress Ave. and St Ann's Ave.,2,A,A
Flushing Meadows Corona Park,Large Park,Queens,Yes,2018,Summer,6,"Grand Central Pkwy, Van Wyck Exwy",45,A,A
St. Mary's Park,Small Park,Bronx,Yes,2018,Summer,6,St Mary's St bet. St Ann's Av and Jackson Av,NA,A,A
St. James Park,Large Park,Bronx,Yes,2018,Summer,6,"Jerome Ave., E. 193 St., Creston Ave., E",100,A,A
Horseshoe Playground,Small Park,Bronx,Yes,2018,Summer,6,E. 165 St. and Rogers Pl.,13,A,A
McKinley Playground,Small Park,Manhattan,Yes,2018,Summer,6,"Ave. A, E. 3 St. to E. 4 St.",5,N,U
Auburndale Playground,Small Park,Queens,Yes,2018,Summer,6,"171 St., 172 St. bet. 33 Ave. and 35 Ave.",11,N,U
Flushing Fields,Small Park,Queens,Yes,2018,Summer,6,"149 St. bet. 25 Ave. and 26 Ave., 29 Ave. and Bayside Ave.",17,A,A
Bleecker Playground,Small Park,Manhattan,Yes,2018,Summer,6,"Hudson St., Bleecker St. and 8 Ave.",50,A,A
Harvey Park,Small Park,Queens,Yes,2018,Summer,6,"144 St., Whitestone Exwy. bet. 15 Ave. and 20 Ave.",5,A,A
Bay Terrace Playground,Small Park,Queens,Yes,2018,Summer,6,23 Ave. bet. 212 St. and Bell Blvd.,8,A,A
Rockaway Beach Boardwalk,Large Park,Queens,Yes,2018,Summer,6,Shore Front Pkwy. bet. Beach 109 St. and B. 73 St.,200,A,A
Rockaway Beach Boardwalk,Large Park,Queens,Yes,2018,Summer,6,Shore Front Pkwy. bet. Beach 109 St. and B. 73 St.,200,A,U
Bloomingdale Park,Small Park,Staten Island,Yes,2018,Summer,6,"Richmond Pkwy., West Shore Expw., Lenevar Ave., Ramona Ave.",23,A,A
E.M.T. Christopher J. Prescott Playground,Small Park,Staten Island,Yes,2018,Summer,6,Edith Ave. at Irvington St.,3,A,A
Inwood Hill Park,Small Park,Manhattan,Yes,2018,Summer,6,"Dyckman St, Hudson River, Harlem River S",5,A,U
Herbert Von King Park,Large Park,Brooklyn,Yes,2018,Summer,6,"Marcy Ave., Tompkins Ave., bet. Greene Ave. and Lafayette Ave.",0,N,N
Jesse Owens Playground,Small Park,Brooklyn,Yes,2018,Summer,6,Lafayette Ave. bet. Stuyvesant Ave. and Malcom X Blvd.,0,N,N
Park Of The Americas,Small Park,Queens,Yes,2018,Summer,6,"41 Ave., 42 Ave. bet. 103 St. and 104 St.",35,A,A
Yellowstone Park,Small Park,Queens,Yes,2018,Summer,6,Yellowstone Blvd. bet. 68 Ave. and 68 Rd.,40,A,A
Jennifer's Playground,Small Park,Staten Island,Yes,2018,Summer,6,"Jules Dr., Elson Ct., Regis Dr.",12,A,A
De Matti Park,Small Park,Staten Island,Yes,2018,Summer,6,"Tompkins Ave., bet. Chestnut St. and Shaughnessy La.",39,N,N
Crowley Playground,Small Park,Queens,Yes,2018,Summer,6,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",NA,A,A
Dimattina Playground,Small Park,Brooklyn,Yes,2018,Summer,6,Hicks St. bet. Woodhull St. and Rapelye St.,6,A,A
Caserta Playground,Small Park,Bronx,Yes,2018,Summer,6,St. Raymond's Ave. bet. Odell St. and Purdy St.,5,A,A
Bennett Park,Small Park,Manhattan,Yes,2018,Summer,6,"Ft Washington Av, W 183 St, Pinehurst Av",40,A,A
Riverside Park,Small Park,Manhattan,Yes,2018,Summer,6,"Riverside Dr to Henry Hudson Pkwy, W 153 St",45,A,A
Riverside Park,Small Park,Manhattan,Yes,2018,Summer,6,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",39,A,A
Van Cortlandt Park,Small Park,Bronx,Yes,2018,Summer,6,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",2,A,A
Juniper Valley Park,Large Park,Queens,Yes,2018,Summer,6,"Juniper Blvd. bet. Lutheran Ave., 71 St. and Dry Harbor Rd.",109,A,A
Conference House Park,Large Park,Staten Island,Yes,2018,Summer,6,"Pittsville St., Hylan Blvd. Richard Ave.",15,A,A
Forest Park,Large Park,Queens,Yes,2018,Summer,6,"Myrtle Ave, Union Tpke, Park Lane S",19,A,A
Prospect Park,Small Park,Brooklyn,Yes,2018,Summer,5,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",97,A,A
Coney Island Beach & Boardwalk,Large Park,Brooklyn,Yes,2018,Summer,5,"Corbin Pl. to W. 37 St., Boardwalk",300,A,A
Wright Brothers Playground,Small Park,Manhattan,Yes,2018,Summer,5,St Nicholas Ave. and W. 156 St.,3,A,A
Van Cortlandt Park,Large Park,Bronx,Yes,2018,Summer,5,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",24,A,A
Van Cortlandt Park,Large Park,Bronx,Yes,2018,Summer,5,"Broadway, Jerome Ave,City Line,Van Cortlandt Pk S",8,A,A
Benson Playground,Small Park,Brooklyn,Yes,2018,Summer,5,Bath Ave. between Bay 22 St. and Bay 23 St.,14,A,A
Flushing Meadows Corona Park,Small Park,Queens,Yes,2018,Summer,5,"Grand Central Pkwy, Van Wyck Exwy",26,A,U
Prospect Park,Large Park,Brooklyn,Yes,2018,Summer,5,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",55,N,N
Kolbert Playground,Small Park,Brooklyn,Yes,2018,Summer,5,Ave. L bet. E. 17 St. and E. 18 St.,80,A,A
Herman Dolgon Playground,Small Park,Brooklyn,Yes,2018,Summer,5,Ave. V between Nostrand Ave. and Batchelder St.,15,A,A
Fort Washington Park,Large Park,Manhattan,Yes,2018,Summer,5,"Riverside Dr., Hudson River, W. 155 St. to Dyckman St.",NA,A,A
Riverside Park,Small Park,Manhattan,Yes,2018,Summer,5,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",15,A,A
Riverside Park,Small Park,Manhattan,Yes,2018,Summer,5,"Riverside Dr. to Hudson River, W. 72 St.to St Clair Pl.",30,A,A
Lieutenant John H. Martinson Playground,Small Park,Staten Island,Yes,2018,Summer,5,Preston Ave. bet. Koch Blvd. and Osborne St.,17,A,A
Flynn Playground,Small Park,Bronx,Yes,2018,Summer,5,Brook Av to 3 Av bet. E 157 St and E 158 St,0,A,A
Greene Playground,Small Park,Brooklyn,Yes,2018,Summer,5,Greene Ave. bet. Waverly Ave. and Washington Ave.,1,A,A
Lawrence Virgilio Playground,Small Park,Queens,Yes,2018,Summer,5,"52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.",2,A,A
Bayside Fields,Small Park,Queens,Yes,2018,Summer,5,29 Ave. bet. 204 St. and Clearview Exwy. Sr. Rd. W.,0,A,U
Archie Spigner Park,Small Park,Queens,Yes,2018,Summer,5,"169 St., Merrick Blvd., Marne Pl. bet. Linden Blvd., Sayres Ave., and 111 Rd.",0,A,U
Astoria Park,Large Park,Queens,Yes,2018,Summer,5,19 St. bet. Astoria Park S. and Ditmars Blvd.,100,A,N
Queensbridge Park,Large Park,Queens,Yes,2018,Summer,5,"Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St.",75,A,N
John V. Lindsay East River Park,Large Park,Manhattan,No,2018,Summer,5,"Montgomery St. To E. 12 St., FDR Drive",85,A,N
Inwood Hill Park,Large Park,Manhattan,Yes,2018,Summer,5,"Dyckman St, Hudson River, Harlem River S",250,A,N
Randall's Island Park,Large Park,Manhattan,Yes,2018,Summer,5,East River and Harlem River,90,A,N
Randall's Island Park,Large Park,Manhattan,Yes,2018,Summer,5,East River and Harlem River,7,A,N
Randall's Island Park,Large Park,Manhattan,Yes,2018,Summer,5,East River and Harlem River,7,A,N
John V. Lindsay East River Park,Large Park,Manhattan,No,2018,Summer,5,"Montgomery St. To E. 12 St., FDR Drive",90,A,N
Macombs Dam Park,Large Park,Bronx,Yes,2018,Summer,5,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.",150,A,N
Macombs Dam Park,Large Park,Bronx,Yes,2018,Summer,5,"River Ave. to the Harlem River bet. E. 157 St. , W. 161 St. and E. 164 St.",150,A,N
Little Bay Park,Large Park,Queens,Yes,2018,Summer,5,Cross Island Pkwy. bet. Utopia Pkwy. and Totten Ave.,5,A,N
Fort Greene Park,Large Park,Brooklyn,Yes,2018,Summer,5,"Myrtle Ave., De Kalb Ave. bet. Washington Park and St. Edward's St.",85,A,N
Coleman Playground,Small Park,Manhattan,Yes,2018,Summer,5,"Cherry St, Pike St, Monroe St",45,A,A
Morningside Park,Small Park,Manhattan,Yes,2018,Summer,5,"W 110 St To W 123 St, Manhattan Av To Morningside Av",NA,A,A
John Allen Payne Playground,Small Park,Brooklyn,Yes,2018,Summer,5,3 Ave. bet. 64 St. and 65 St.,20,A,U
